filename	title	author	mode	text	wordindex	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	As the frigate approaches Cabo Blanco, Ned Land finally reveals his doubts about the existence of the giant unicorn, leading to a heated debate between him and Professor Aronnax about the reality of the mysterious sea creature they are hunting.	7184	328	0	8	244	The passage describes the worldwide alarm and fascination caused by the sightings of an enormous and mysterious sea creature, which exceeds the size of any known whale and elicits debates and debates among scholars and skeptics. The popular press continues to mock and debate the existence of the mysterious sea creature, until two maritime accidents provide evidence of its presence and cause widespread alarm. The narrator recounts the sinking of the Scotia, a steamship, due to a large hole in its underside, leading to renewed speculation and fear about the existence of a mysterious sea creature responsible for maritime accidents. The narrator, Professor Aronnax, discusses the possibility of a giant narwhale being responsible for the maritime accidents caused by the mysterious sea creature, presenting arguments for its existence based on its size, strength, and weaponry. The narrator, Professor Aronnax, receives a letter inviting him to join an expedition to hunt down the mysterious sea creature, and despite his exhaustion and desire to return home, he accepts the offer and sets off on a journey to the northern Pacific Ocean. The narrator, Professor Aronnax, prepares to embark on an expedition to hunt down a mysterious sea creature, while reflecting on his devoted manservant Conseil and making arrangements for their departure. Professor Aronnax boards the Abraham Lincoln, an advanced frigate, and sets off on an expedition to hunt down the mysterious sea creature, with Commander Farragut leading the mission with unwavering belief in the creature's existence.	816	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	Ned Land and Professor Aronnax engage in a debate about the existence of an enormous cetacean and its ability to withstand the immense pressure of the deep ocean.	8086	359	0	8	274		902	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	Professor Aronnax continues to explain the immense pressure that creatures living in the deep ocean must endure, further solidifying his belief in the existence of the mysterious sea creature, while Ned Land remains skeptical but intrigued by the professor's arguments.	8086	359	0	9	274	The passage describes the worldwide alarm and fascination caused by the sightings of an enormous and mysterious sea creature, which exceeds the size of any known whale and elicits debates and debates among scholars and skeptics. The popular press continues to mock and debate the existence of the mysterious sea creature, until two maritime accidents provide evidence of its presence and cause widespread alarm. The narrator recounts the sinking of the Scotia, a steamship, due to a large hole in its underside, leading to renewed speculation and fear about the existence of a mysterious sea creature responsible for maritime accidents. The narrator, Professor Aronnax, discusses the possibility of a giant narwhale being responsible for the maritime accidents caused by the mysterious sea creature, presenting arguments for its existence based on its size, strength, and weaponry. The narrator, Professor Aronnax, receives a letter inviting him to join an expedition to hunt down the mysterious sea creature, and despite his exhaustion and desire to return home, he accepts the offer and sets off on a journey to the northern Pacific Ocean. The narrator, Professor Aronnax, prepares to embark on an expedition to hunt down a mysterious sea creature, while reflecting on his devoted manservant Conseil and making arrangements for their departure. Professor Aronnax boards the Abraham Lincoln, an advanced frigate, and sets off on an expedition to hunt down the mysterious sea creature, with Commander Farragut leading the mission with unwavering belief in the creature's existence. The narrator and Ned Land discuss their expedition to hunt down the mysterious sea creature, with Ned expressing doubt about its existence despite the preparations made on the Abraham Lincoln.	902	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	The narrator and Ned Land debate the strength and existence of the mysterious sea creature, while the Abraham Lincoln sails without incident and Ned Land showcases his harpooning skills by catching two whales.	9027	399	0	9	302		941	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	As the Abraham Lincoln continues its journey in search of the mysterious sea creature, the crew and Professor Aronnax remain on high alert, eagerly scanning the ocean for any signs of the creature's presence, while Ned Land's impressive harpooning skills instill confidence in their ability to confront and capture it.	9027	399	0	10	302	The passage describes the worldwide alarm and fascination caused by the sightings of an enormous and mysterious sea creature, which exceeds the size of any known whale and elicits debates and debates among scholars and skeptics. The popular press continues to mock and debate the existence of the mysterious sea creature, until two maritime accidents provide evidence of its presence and cause widespread alarm. The narrator recounts the sinking of the Scotia, a steamship, due to a large hole in its underside, leading to renewed speculation and fear about the existence of a mysterious sea creature responsible for maritime accidents. The narrator, Professor Aronnax, discusses the possibility of a giant narwhale being responsible for the maritime accidents caused by the mysterious sea creature, presenting arguments for its existence based on its size, strength, and weaponry. The narrator, Professor Aronnax, receives a letter inviting him to join an expedition to hunt down the mysterious sea creature, and despite his exhaustion and desire to return home, he accepts the offer and sets off on a journey to the northern Pacific Ocean. The narrator, Professor Aronnax, prepares to embark on an expedition to hunt down a mysterious sea creature, while reflecting on his devoted manservant Conseil and making arrangements for their departure. Professor Aronnax boards the Abraham Lincoln, an advanced frigate, and sets off on an expedition to hunt down the mysterious sea creature, with Commander Farragut leading the mission with unwavering belief in the creature's existence. The narrator and Ned Land discuss their expedition to hunt down the mysterious sea creature, with Ned expressing doubt about its existence despite the preparations made on the Abraham Lincoln. Ned Land and Professor Aronnax engage in a debate about the existence of an enormous cetacean and its ability to withstand the immense pressure of the deep ocean.	941	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	Despite months of searching, the crew of the Abraham Lincoln becomes discouraged and angry, doubting the existence of the mysterious sea creature they are hunting.	9902	438	0	10	335		875	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	The crew's discouragement and disbelief intensifies as their search for the mysterious sea creature proves fruitless, leading to mounting anger and a desire to abandon the expedition.	9902	438	0	11	335	The passage describes the worldwide alarm and fascination caused by the sightings of an enormous and mysterious sea creature, which exceeds the size of any known whale and elicits debates and debates among scholars and skeptics. The popular press continues to mock and debate the existence of the mysterious sea creature, until two maritime accidents provide evidence of its presence and cause widespread alarm. The narrator recounts the sinking of the Scotia, a steamship, due to a large hole in its underside, leading to renewed speculation and fear about the existence of a mysterious sea creature responsible for maritime accidents. The narrator, Professor Aronnax, discusses the possibility of a giant narwhale being responsible for the maritime accidents caused by the mysterious sea creature, presenting arguments for its existence based on its size, strength, and weaponry. The narrator, Professor Aronnax, receives a letter inviting him to join an expedition to hunt down the mysterious sea creature, and despite his exhaustion and desire to return home, he accepts the offer and sets off on a journey to the northern Pacific Ocean. The narrator, Professor Aronnax, prepares to embark on an expedition to hunt down a mysterious sea creature, while reflecting on his devoted manservant Conseil and making arrangements for their departure. Professor Aronnax boards the Abraham Lincoln, an advanced frigate, and sets off on an expedition to hunt down the mysterious sea creature, with Commander Farragut leading the mission with unwavering belief in the creature's existence. The narrator and Ned Land discuss their expedition to hunt down the mysterious sea creature, with Ned expressing doubt about its existence despite the preparations made on the Abraham Lincoln. Ned Land and Professor Aronnax engage in a debate about the existence of an enormous cetacean and its ability to withstand the immense pressure of the deep ocean. The narrator and Ned Land debate the strength and existence of the mysterious sea creature, while the Abraham Lincoln sails without incident and Ned Land showcases his harpooning skills by catching two whales.	875	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	The crew of the Abraham Lincoln spots a mysterious glowing object in the sea, confirming the existence of the elusive sea creature they have been hunting for months.	10834	494	0	11	360		932	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	The crew of the Abraham Lincoln, including Professor Aronnax, anxiously observe the mysterious glowing object in the water, trying to determine its nature and whether it is the long-awaited sea creature they have been hunting.	10834	494	0	12	360	The passage describes the worldwide alarm and fascination caused by the sightings of an enormous and mysterious sea creature, which exceeds the size of any known whale and elicits debates and debates among scholars and skeptics. The popular press continues to mock and debate the existence of the mysterious sea creature, until two maritime accidents provide evidence of its presence and cause widespread alarm. The narrator recounts the sinking of the Scotia, a steamship, due to a large hole in its underside, leading to renewed speculation and fear about the existence of a mysterious sea creature responsible for maritime accidents. The narrator, Professor Aronnax, discusses the possibility of a giant narwhale being responsible for the maritime accidents caused by the mysterious sea creature, presenting arguments for its existence based on its size, strength, and weaponry. The narrator, Professor Aronnax, receives a letter inviting him to join an expedition to hunt down the mysterious sea creature, and despite his exhaustion and desire to return home, he accepts the offer and sets off on a journey to the northern Pacific Ocean. The narrator, Professor Aronnax, prepares to embark on an expedition to hunt down a mysterious sea creature, while reflecting on his devoted manservant Conseil and making arrangements for their departure. Professor Aronnax boards the Abraham Lincoln, an advanced frigate, and sets off on an expedition to hunt down the mysterious sea creature, with Commander Farragut leading the mission with unwavering belief in the creature's existence. The narrator and Ned Land discuss their expedition to hunt down the mysterious sea creature, with Ned expressing doubt about its existence despite the preparations made on the Abraham Lincoln. Ned Land and Professor Aronnax engage in a debate about the existence of an enormous cetacean and its ability to withstand the immense pressure of the deep ocean. The narrator and Ned Land debate the strength and existence of the mysterious sea creature, while the Abraham Lincoln sails without incident and Ned Land showcases his harpooning skills by catching two whales. Despite months of searching, the crew of the Abraham Lincoln becomes discouraged and angry, doubting the existence of the mysterious sea creature they are hunting.	932	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	The crew of the frigate, Abraham Lincoln, encounters a gigantic and electric narwhale that exhibits incredible speed and emits a powerful light, causing them to retreat and wait for daylight to devise a new plan of action.	11641	537	0	12	388		807	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	As the enormous narwhale continues to circle and taunt the Abraham Lincoln, the crew anxiously waits for daybreak to launch a harpooning expedition and confront the creature face-to-face.	11641	537	0	13	388	The passage describes the worldwide alarm and fascination caused by the sightings of an enormous and mysterious sea creature, which exceeds the size of any known whale and elicits debates and debates among scholars and skeptics. The popular press continues to mock and debate the existence of the mysterious sea creature, until two maritime accidents provide evidence of its presence and cause widespread alarm. The narrator recounts the sinking of the Scotia, a steamship, due to a large hole in its underside, leading to renewed speculation and fear about the existence of a mysterious sea creature responsible for maritime accidents. The narrator, Professor Aronnax, discusses the possibility of a giant narwhale being responsible for the maritime accidents caused by the mysterious sea creature, presenting arguments for its existence based on its size, strength, and weaponry. The narrator, Professor Aronnax, receives a letter inviting him to join an expedition to hunt down the mysterious sea creature, and despite his exhaustion and desire to return home, he accepts the offer and sets off on a journey to the northern Pacific Ocean. The narrator, Professor Aronnax, prepares to embark on an expedition to hunt down a mysterious sea creature, while reflecting on his devoted manservant Conseil and making arrangements for their departure. Professor Aronnax boards the Abraham Lincoln, an advanced frigate, and sets off on an expedition to hunt down the mysterious sea creature, with Commander Farragut leading the mission with unwavering belief in the creature's existence. The narrator and Ned Land discuss their expedition to hunt down the mysterious sea creature, with Ned expressing doubt about its existence despite the preparations made on the Abraham Lincoln. Ned Land and Professor Aronnax engage in a debate about the existence of an enormous cetacean and its ability to withstand the immense pressure of the deep ocean. The narrator and Ned Land debate the strength and existence of the mysterious sea creature, while the Abraham Lincoln sails without incident and Ned Land showcases his harpooning skills by catching two whales. Despite months of searching, the crew of the Abraham Lincoln becomes discouraged and angry, doubting the existence of the mysterious sea creature they are hunting. The crew of the Abraham Lincoln spots a mysterious glowing object in the sea, confirming the existence of the elusive sea creature they have been hunting for months.	807	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	As the frigate approaches the mysterious sea creature, the crew prepares for battle, but their attempts to catch up to it prove futile, leading to frustration and a dangerous decision to increase the pressure and speed of the ship, risking their own safety.	12604	596	0	13	425		963	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	As the Abraham Lincoln increases its speed and pressure to catch up to the mysterious sea creature, the crew becomes more determined and desperate, willing to take risky measures to capture the elusive creature, even if it means blowing themselves skyhigh in the process.	12604	596	0	14	425	The passage describes the worldwide alarm and fascination caused by the sightings of an enormous and mysterious sea creature, which exceeds the size of any known whale and elicits debates and debates among scholars and skeptics. The popular press continues to mock and debate the existence of the mysterious sea creature, until two maritime accidents provide evidence of its presence and cause widespread alarm. The narrator recounts the sinking of the Scotia, a steamship, due to a large hole in its underside, leading to renewed speculation and fear about the existence of a mysterious sea creature responsible for maritime accidents. The narrator, Professor Aronnax, discusses the possibility of a giant narwhale being responsible for the maritime accidents caused by the mysterious sea creature, presenting arguments for its existence based on its size, strength, and weaponry. The narrator, Professor Aronnax, receives a letter inviting him to join an expedition to hunt down the mysterious sea creature, and despite his exhaustion and desire to return home, he accepts the offer and sets off on a journey to the northern Pacific Ocean. The narrator, Professor Aronnax, prepares to embark on an expedition to hunt down a mysterious sea creature, while reflecting on his devoted manservant Conseil and making arrangements for their departure. Professor Aronnax boards the Abraham Lincoln, an advanced frigate, and sets off on an expedition to hunt down the mysterious sea creature, with Commander Farragut leading the mission with unwavering belief in the creature's existence. The narrator and Ned Land discuss their expedition to hunt down the mysterious sea creature, with Ned expressing doubt about its existence despite the preparations made on the Abraham Lincoln. Ned Land and Professor Aronnax engage in a debate about the existence of an enormous cetacean and its ability to withstand the immense pressure of the deep ocean. The narrator and Ned Land debate the strength and existence of the mysterious sea creature, while the Abraham Lincoln sails without incident and Ned Land showcases his harpooning skills by catching two whales. Despite months of searching, the crew of the Abraham Lincoln becomes discouraged and angry, doubting the existence of the mysterious sea creature they are hunting. The crew of the Abraham Lincoln spots a mysterious glowing object in the sea, confirming the existence of the elusive sea creature they have been hunting for months. The crew of the frigate, Abraham Lincoln, encounters a gigantic and electric narwhale that exhibits incredible speed and emits a powerful light, causing them to retreat and wait for daylight to devise a new plan of action.	963	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	Despite the crew's attempts to catch the elusive sea creature, their efforts prove futile and result in a dangerous collision that throws the narrator overboard.	13415	647	0	14	82		811	HI
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	After being thrown into the sea, the narrator manages to stay afloat and struggles to find his way back to the surface, fighting against the powerful currents caused by the collision with the waterspouts.	13415	647	0	15	82	The worldwide fascination and alarm caused by sightings of an enormous sea creature lead to debates among scholars and skeptics. Two maritime accidents provide evidence of its existence, causing widespread fear. Professor Aronnax, the narrator, joins an expedition to hunt down the mysterious creature in the northern Pacific Ocean. Despite doubts and setbacks, the crew of the frigate Abraham Lincoln eventually encounters the creature, but their attempts to catch it prove futile, leading to dangerous decisions and risks to their own safety.	811	HI
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	After being thrown overboard, the narrator and Conseil struggle to stay afloat in the sea, hoping to be rescued by the frigate's longboats, but their chances seem slim.	14401	710	0	15	107		986	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	Despite their exhaustion and fading hope, the narrator and Conseil continue to swim and search for the longboats, desperate for rescue as they spot the frigate in the distance.	14401	710	0	16	107	The worldwide fascination and alarm caused by sightings of an enormous sea creature lead to debates among scholars and skeptics. Two maritime accidents provide evidence of its existence, causing widespread fear. Professor Aronnax, the narrator, joins an expedition to hunt down the mysterious creature in the northern Pacific Ocean. Despite doubts and setbacks, the crew of the frigate Abraham Lincoln eventually encounters the creature, but their attempts to catch it prove futile, leading to dangerous decisions and risks to their own safety. Despite the crew's attempts to catch the elusive sea creature, their efforts prove futile and result in a dangerous collision that throws the narrator overboard.	986	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	After being thrown overboard, the narrator and Conseil are answered by a human voice and are rescued by Ned Land, only to discover that they are on the back of a massive underwater boat made of steel.	15254	758	0	16	135		853	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	After discovering that they are on the back of an underwater boat made by man, the narrator, Ned, and Conseil will explore the boat further and try to find any signs of life or a way to operate it.	15254	758	0	17	135	The worldwide fascination and alarm caused by sightings of an enormous sea creature lead to debates among scholars and skeptics. Two maritime accidents provide evidence of its existence, causing widespread fear. Professor Aronnax, the narrator, joins an expedition to hunt down the mysterious creature in the northern Pacific Ocean. Despite doubts and setbacks, the crew of the frigate Abraham Lincoln eventually encounters the creature, but their attempts to catch it prove futile, leading to dangerous decisions and risks to their own safety. Despite the crew's attempts to catch the elusive sea creature, their efforts prove futile and result in a dangerous collision that throws the narrator overboard. After being thrown overboard, the narrator and Conseil struggle to stay afloat in the sea, hoping to be rescued by the frigate's longboats, but their chances seem slim.	853	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	After being rescued by Ned Land, the narrator and Conseil find themselves on board a mysterious underwater boat, where they are captured by a group of masked men and plunged into darkness.	16258	818	0	17	172		1004	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	As the narrator and his companions explore their surroundings, they stumble upon the mysterious beings who are controlling the underwater boat.	16258	818	0	18	172	The worldwide fascination and alarm caused by sightings of an enormous sea creature lead to debates among scholars and skeptics. Two maritime accidents provide evidence of its existence, causing widespread fear. Professor Aronnax, the narrator, joins an expedition to hunt down the mysterious creature in the northern Pacific Ocean. Despite doubts and setbacks, the crew of the frigate Abraham Lincoln eventually encounters the creature, but their attempts to catch it prove futile, leading to dangerous decisions and risks to their own safety. Despite the crew's attempts to catch the elusive sea creature, their efforts prove futile and result in a dangerous collision that throws the narrator overboard. After being thrown overboard, the narrator and Conseil struggle to stay afloat in the sea, hoping to be rescued by the frigate's longboats, but their chances seem slim. After being thrown overboard, the narrator and Conseil are answered by a human voice and are rescued by Ned Land, only to discover that they are on the back of a massive underwater boat made of steel.	1004	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	The narrator and Conseil find themselves imprisoned in a dark cabin on the mysterious underwater boat, where they are suddenly illuminated by a bright light and encounter two men, one of whom is short and stocky with a strong personality and a dialect the narrator doesn't understand, while the other is tall, confident, and physically impressive, with a remarkable range of vision and the ability to magnify objects in the distance.	17147	860	0	18	204		889	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	The leader of the strangers, after observing the narrator and Conseil, decides to communicate with them and reveal their purpose on the underwater boat.	17147	860	0	19	204	The worldwide fascination and alarm caused by sightings of an enormous sea creature lead to debates among scholars and skeptics. Two maritime accidents provide evidence of its existence, causing widespread fear. Professor Aronnax, the narrator, joins an expedition to hunt down the mysterious creature in the northern Pacific Ocean. Despite doubts and setbacks, the crew of the frigate Abraham Lincoln eventually encounters the creature, but their attempts to catch it prove futile, leading to dangerous decisions and risks to their own safety. Despite the crew's attempts to catch the elusive sea creature, their efforts prove futile and result in a dangerous collision that throws the narrator overboard. After being thrown overboard, the narrator and Conseil struggle to stay afloat in the sea, hoping to be rescued by the frigate's longboats, but their chances seem slim. After being thrown overboard, the narrator and Conseil are answered by a human voice and are rescued by Ned Land, only to discover that they are on the back of a massive underwater boat made of steel. After being rescued by Ned Land, the narrator and Conseil find themselves on board a mysterious underwater boat, where they are captured by a group of masked men and plunged into darkness.	889	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	The narrator and his companions attempt to communicate with the masked men on the underwater boat in various languages, but their efforts prove futile, leading to frustration and hunger.	18061	908	0	19	275		914	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	prediction	The narrator, Conseil, and Ned Land continue to struggle to communicate with their captors, leading to growing frustration and anger, until a new opportunity for escape presents itself.	18061	908	0	20	275	The worldwide fascination and alarm caused by sightings of an enormous sea creature lead to debates among scholars and skeptics. Two maritime accidents provide evidence of its existence, causing widespread fear. Professor Aronnax, the narrator, joins an expedition to hunt down the mysterious creature in the northern Pacific Ocean. Despite doubts and setbacks, the crew of the frigate Abraham Lincoln eventually encounters the creature, but their attempts to catch it prove futile, leading to dangerous decisions and risks to their own safety. Despite the crew's attempts to catch the elusive sea creature, their efforts prove futile and result in a dangerous collision that throws the narrator overboard. After being thrown overboard, the narrator and Conseil struggle to stay afloat in the sea, hoping to be rescued by the frigate's longboats, but their chances seem slim. After being thrown overboard, the narrator and Conseil are answered by a human voice and are rescued by Ned Land, only to discover that they are on the back of a massive underwater boat made of steel. After being rescued by Ned Land, the narrator and Conseil find themselves on board a mysterious underwater boat, where they are captured by a group of masked men and plunged into darkness. The narrator and Conseil find themselves imprisoned in a dark cabin on the mysterious underwater boat, where they are suddenly illuminated by a bright light and encounter two men, one of whom is short and stocky with a strong personality and a dialect the narrator doesn't understand, while the other is tall, confident, and physically impressive, with a remarkable range of vision and the ability to magnify objects in the distance.	914	sentence
chapterbooks/LeagesUnderGB.txt	Twenty Thousand Leagues	Jules Verne	summary	After being provided with new clothes and seated at an elegantly set table, the narrator and his companions enjoy a meal on the mysterious underwater boat, but notice the absence of bread and wine; however, their hunger is satisfied, and they soon feel an urgent need for sleep, with the narrator experiencing intense nightmares and questioning their location and the power carrying them, eventually falling into an uneasy slumber, only to wake up to the realization that their cell is running out of oxygen.	18876	954	0	20	304		815	sentence
