filename	title	author	mode	text	wordindex	position	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Eliza Floyd, grateful for her luxurious lifestyle provided by her husband Archibald Floyd, brings joy to the poor and transforms their lives through her charitable acts, but tragically dies after only a year of marriage, leaving Archibald heartbroken and a widower.	5363	0.02442	139	0	5	203		893	H
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	Devastated by the sudden loss of his beloved wife Eliza, Archibald Floyd mourns deeply and struggles to find solace in his once grand and beautiful home, while the county families and Kentish rustics speculate and gossip about the circumstances surrounding her untimely death.	5363	0.02442	139	0	6	203	As the sun sets and illuminates the grandeur of Maister Floyd's red-brick mansion, the passage introduces Archibald Martin Floyd, a retired banker, and his sudden marriage to a beautiful but penniless actress named Eliza, which surprises the county families and the Kentish rustics. The passage describes the physical beauty and mysterious background of Archibald Floyd's wife, Eliza, and the resentment and gossip she faces from the county families due to her lower social status. Eliza, Archibald Floyd's wife, remains unfazed by the gossip and judgment of the county families, enjoying her simple life and taking delight in the scandal surrounding her, while Archibald is deeply hurt by the rumors and fiercely defends her honor, revealing that Eliza was a former actress whom he fell in love with during a performance of 'Romeo and Juliet.' Archibald Floyd falls in love with Eliza Percival, a mediocre actress, despite her poor acting skills, and decides to propose to her after hearing stories of her kindness and independence. The passage tells the backstory of Eliza Floyd, a former actress who married a wealthy banker, and describes her rise in the theater world, her marriage to Archibald Floyd, and her indifference to the judgment of the county families.	893	H
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	After the sudden death of Eliza Floyd, Archibald Floyd becomes completely devoted to their daughter Aurora, spoiling her and showering her with love, while the child grows into a beautiful and impetuous young woman, unaware of her mother's humble background in the theater world.	6315	0.0293	172	0	6	244		952	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	As Aurora Floyd grows up, she becomes a spirited and beautiful young woman, adored by her doting father, and she remains blissfully unaware of her mother's humble origins and the struggles she faced before marrying Archibald Floyd.	6315	0.0293	172	0	7	244	As the sun sets and illuminates the grandeur of Maister Floyd's red-brick mansion, the passage introduces Archibald Martin Floyd, a retired banker, and his sudden marriage to a beautiful but penniless actress named Eliza, which surprises the county families and the Kentish rustics. The passage describes the physical beauty and mysterious background of Archibald Floyd's wife, Eliza, and the resentment and gossip she faces from the county families due to her lower social status. Eliza, Archibald Floyd's wife, remains unfazed by the gossip and judgment of the county families, enjoying her simple life and taking delight in the scandal surrounding her, while Archibald is deeply hurt by the rumors and fiercely defends her honor, revealing that Eliza was a former actress whom he fell in love with during a performance of 'Romeo and Juliet.' Archibald Floyd falls in love with Eliza Percival, a mediocre actress, despite her poor acting skills, and decides to propose to her after hearing stories of her kindness and independence. The passage tells the backstory of Eliza Floyd, a former actress who married a wealthy banker, and describes her rise in the theater world, her marriage to Archibald Floyd, and her indifference to the judgment of the county families. Eliza Floyd, grateful for her luxurious lifestyle provided by her husband Archibald Floyd, brings joy to the poor and transforms their lives through her charitable acts, but tragically dies after only a year of marriage, leaving Archibald heartbroken and a widower.	952	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Aurora, the impetuous and headstrong daughter of Archibald Floyd, returns home after a long ride, causing tension and a heated discussion between her and her father.	7189	0.0345	198	0	7	288		874	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	After their private conversation, Archibald Floyd confronts Aurora about her reckless behavior and implores her to exercise more caution and restraint, fearing for her safety and the strain it puts on their relationship.	7189	0.0345	198	0	8	288	As the sun sets and illuminates the grandeur of Maister Floyd's red-brick mansion, the passage introduces Archibald Martin Floyd, a retired banker, and his sudden marriage to a beautiful but penniless actress named Eliza, which surprises the county families and the Kentish rustics. The passage describes the physical beauty and mysterious background of Archibald Floyd's wife, Eliza, and the resentment and gossip she faces from the county families due to her lower social status. Eliza, Archibald Floyd's wife, remains unfazed by the gossip and judgment of the county families, enjoying her simple life and taking delight in the scandal surrounding her, while Archibald is deeply hurt by the rumors and fiercely defends her honor, revealing that Eliza was a former actress whom he fell in love with during a performance of 'Romeo and Juliet.' Archibald Floyd falls in love with Eliza Percival, a mediocre actress, despite her poor acting skills, and decides to propose to her after hearing stories of her kindness and independence. The passage tells the backstory of Eliza Floyd, a former actress who married a wealthy banker, and describes her rise in the theater world, her marriage to Archibald Floyd, and her indifference to the judgment of the county families. Eliza Floyd, grateful for her luxurious lifestyle provided by her husband Archibald Floyd, brings joy to the poor and transforms their lives through her charitable acts, but tragically dies after only a year of marriage, leaving Archibald heartbroken and a widower. After the sudden death of Eliza Floyd, Archibald Floyd becomes completely devoted to their daughter Aurora, spoiling her and showering her with love, while the child grows into a beautiful and impetuous young woman, unaware of her mother's humble background in the theater world.	874	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Archibald Floyd anxiously awaits the arrival of his daughter Aurora, who returns from Paris after a year and two months, appearing ill and changed, leading to an emotional reunion between the two.	8053	0.03928	228	0	8	314		864	H
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	Aurora, deeply concerned for her father's well-being, presses him to reveal the truth about the person who has died, and Archibald Floyd reluctantly shares the details of the person's demise, leading to a heart-wrenching conversation between father and daughter.	8053	0.03928	228	0	9	314	As the sun sets and illuminates the grandeur of Maister Floyd's red-brick mansion, the passage introduces Archibald Martin Floyd, a retired banker, and his sudden marriage to a beautiful but penniless actress named Eliza, which surprises the county families and the Kentish rustics. The passage describes the physical beauty and mysterious background of Archibald Floyd's wife, Eliza, and the resentment and gossip she faces from the county families due to her lower social status. Eliza, Archibald Floyd's wife, remains unfazed by the gossip and judgment of the county families, enjoying her simple life and taking delight in the scandal surrounding her, while Archibald is deeply hurt by the rumors and fiercely defends her honor, revealing that Eliza was a former actress whom he fell in love with during a performance of 'Romeo and Juliet.' Archibald Floyd falls in love with Eliza Percival, a mediocre actress, despite her poor acting skills, and decides to propose to her after hearing stories of her kindness and independence. The passage tells the backstory of Eliza Floyd, a former actress who married a wealthy banker, and describes her rise in the theater world, her marriage to Archibald Floyd, and her indifference to the judgment of the county families. Eliza Floyd, grateful for her luxurious lifestyle provided by her husband Archibald Floyd, brings joy to the poor and transforms their lives through her charitable acts, but tragically dies after only a year of marriage, leaving Archibald heartbroken and a widower. After the sudden death of Eliza Floyd, Archibald Floyd becomes completely devoted to their daughter Aurora, spoiling her and showering her with love, while the child grows into a beautiful and impetuous young woman, unaware of her mother's humble background in the theater world. Aurora, the impetuous and headstrong daughter of Archibald Floyd, returns home after a long ride, causing tension and a heated discussion between her and her father.	864	H
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Aurora's appearance and demeanor have changed after a year in Paris, leading to concern from her relatives, but she quickly recovers and her cousin Lucy attributes her dislike for Paris to her distaste for education; on her birthday, Archibald Floyd plans a grand celebration and Aurora shows her artistic taste while choosing decorations and dresses, but becomes reflective when left alone in the carriage and catches the attention of a man passing by.	8995	0.044	256	0	9	346		942	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	As Aurora continues to recover from her time in Paris, her father plans an extravagant birthday ball to showcase her beauty and wealth, while a mysterious man who noticed Aurora in the carriage returns to Dent's emporium, possibly with a purpose related to her.	8995	0.044	256	0	10	346	As the sun sets and illuminates the grandeur of Maister Floyd's red-brick mansion, the passage introduces Archibald Martin Floyd, a retired banker, and his sudden marriage to a beautiful but penniless actress named Eliza, which surprises the county families and the Kentish rustics. The passage describes the physical beauty and mysterious background of Archibald Floyd's wife, Eliza, and the resentment and gossip she faces from the county families due to her lower social status. Eliza, Archibald Floyd's wife, remains unfazed by the gossip and judgment of the county families, enjoying her simple life and taking delight in the scandal surrounding her, while Archibald is deeply hurt by the rumors and fiercely defends her honor, revealing that Eliza was a former actress whom he fell in love with during a performance of 'Romeo and Juliet.' Archibald Floyd falls in love with Eliza Percival, a mediocre actress, despite her poor acting skills, and decides to propose to her after hearing stories of her kindness and independence. The passage tells the backstory of Eliza Floyd, a former actress who married a wealthy banker, and describes her rise in the theater world, her marriage to Archibald Floyd, and her indifference to the judgment of the county families. Eliza Floyd, grateful for her luxurious lifestyle provided by her husband Archibald Floyd, brings joy to the poor and transforms their lives through her charitable acts, but tragically dies after only a year of marriage, leaving Archibald heartbroken and a widower. After the sudden death of Eliza Floyd, Archibald Floyd becomes completely devoted to their daughter Aurora, spoiling her and showering her with love, while the child grows into a beautiful and impetuous young woman, unaware of her mother's humble background in the theater world. Aurora, the impetuous and headstrong daughter of Archibald Floyd, returns home after a long ride, causing tension and a heated discussion between her and her father. Archibald Floyd anxiously awaits the arrival of his daughter Aurora, who returns from Paris after a year and two months, appearing ill and changed, leading to an emotional reunion between the two.	942	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Aurora Floyd encounters a strange man who whispers something to her and hands her an address, causing her to react with disgust; later, she attends her grand birthday celebration, where she is admired for her beauty and authority, and two officers from Windsor arrive, one of whom is discontented with the journey and the event.	9831	0.04914	282	0	10	419		836	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	As the ball commences, tensions rise between the two officers from Windsor and the other guests, leading to a heated confrontation that threatens to disrupt the celebration.	9831	0.04914	282	0	11	419	As the sun sets and illuminates the grandeur of Maister Floyd's red-brick mansion, the passage introduces Archibald Martin Floyd, a retired banker, and his sudden marriage to a beautiful but penniless actress named Eliza, which surprises the county families and the Kentish rustics. The passage describes the physical beauty and mysterious background of Archibald Floyd's wife, Eliza, and the resentment and gossip she faces from the county families due to her lower social status. Eliza, Archibald Floyd's wife, remains unfazed by the gossip and judgment of the county families, enjoying her simple life and taking delight in the scandal surrounding her, while Archibald is deeply hurt by the rumors and fiercely defends her honor, revealing that Eliza was a former actress whom he fell in love with during a performance of 'Romeo and Juliet.' Archibald Floyd falls in love with Eliza Percival, a mediocre actress, despite her poor acting skills, and decides to propose to her after hearing stories of her kindness and independence. The passage tells the backstory of Eliza Floyd, a former actress who married a wealthy banker, and describes her rise in the theater world, her marriage to Archibald Floyd, and her indifference to the judgment of the county families. Eliza Floyd, grateful for her luxurious lifestyle provided by her husband Archibald Floyd, brings joy to the poor and transforms their lives through her charitable acts, but tragically dies after only a year of marriage, leaving Archibald heartbroken and a widower. After the sudden death of Eliza Floyd, Archibald Floyd becomes completely devoted to their daughter Aurora, spoiling her and showering her with love, while the child grows into a beautiful and impetuous young woman, unaware of her mother's humble background in the theater world. Aurora, the impetuous and headstrong daughter of Archibald Floyd, returns home after a long ride, causing tension and a heated discussion between her and her father. Archibald Floyd anxiously awaits the arrival of his daughter Aurora, who returns from Paris after a year and two months, appearing ill and changed, leading to an emotional reunion between the two. Aurora's appearance and demeanor have changed after a year in Paris, leading to concern from her relatives, but she quickly recovers and her cousin Lucy attributes her dislike for Paris to her distaste for education; on her birthday, Archibald Floyd plans a grand celebration and Aurora shows her artistic taste while choosing decorations and dresses, but becomes reflective when left alone in the carriage and catches the attention of a man passing by.	836	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Talbot Bulstrode, a proud and virtuous officer, is described along with his high standards for a potential spouse, leading to his reputation as an uninterested bachelor.	10850	0.05371	311	0	11	121		1019	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	Talbot Bulstrode attends the grand birthday celebration at Felden Woods, where he meets Aurora Floyd and becomes captivated by her beauty and impetuous nature, leading to a potential romantic connection between them.	10850	0.05371	311	0	12	121	Archibald Floyd, a retired banker, surprises society by marrying Eliza, a beautiful but penniless actress. Despite facing resentment and gossip from the county families, Eliza remains unfazed and enjoys her scandalous life. Archibald fiercely defends her honor, revealing that he fell in love with her during a performance. Eliza brings joy to the poor through her charitable acts, but tragically dies after a year of marriage, leaving Archibald heartbroken. He becomes devoted to their daughter Aurora, who grows into a beautiful and impetuous young woman. Aurora returns from Paris changed, causing concern among her relatives. During her grand birthday celebration, she encounters a strange man who gives her an address, leading to a series of events involving two officers from Windsor.	1019	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Captain Bulstrode attends a ball at Felden Woods, where he observes the dancers and meets Aurora Floyd, the wealthy heiress, whom he initially sees as just another woman seeking position and wealth.	11679	0.05928	335	0	12	147		829	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	Aurora and Talbot engage in a conversation that sparks their mutual interest and attraction, setting the stage for a potential romance between the two.	11679	0.05928	335	0	13	147	Archibald Floyd, a retired banker, surprises society by marrying Eliza, a beautiful but penniless actress. Despite facing resentment and gossip from the county families, Eliza remains unfazed and enjoys her scandalous life. Archibald fiercely defends her honor, revealing that he fell in love with her during a performance. Eliza brings joy to the poor through her charitable acts, but tragically dies after a year of marriage, leaving Archibald heartbroken. He becomes devoted to their daughter Aurora, who grows into a beautiful and impetuous young woman. Aurora returns from Paris changed, causing concern among her relatives. During her grand birthday celebration, she encounters a strange man who gives her an address, leading to a series of events involving two officers from Windsor. Talbot Bulstrode, a proud and virtuous officer, is described along with his high standards for a potential spouse, leading to his reputation as an uninterested bachelor.	829	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Talbot Bulstrode observes Aurora Floyd's indifference to him and her preoccupation with horse racing, leading him to judge her character harshly, while Aurora's sister worries about her fatigue.	12654	0.06381	377	0	13	179		975	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	Aurora, feeling detached and troubled, tries to distract herself at the ball but is interrupted by a young man who reminds her of a quadrille engagement, leaving Talbot Bulstrode to continue criticizing her and her interests to his friend during their drive home.	12654	0.06381	377	0	14	179	Archibald Floyd, a retired banker, surprises society by marrying Eliza, a beautiful but penniless actress. Despite facing resentment and gossip from the county families, Eliza remains unfazed and enjoys her scandalous life. Archibald fiercely defends her honor, revealing that he fell in love with her during a performance. Eliza brings joy to the poor through her charitable acts, but tragically dies after a year of marriage, leaving Archibald heartbroken. He becomes devoted to their daughter Aurora, who grows into a beautiful and impetuous young woman. Aurora returns from Paris changed, causing concern among her relatives. During her grand birthday celebration, she encounters a strange man who gives her an address, leading to a series of events involving two officers from Windsor. Talbot Bulstrode, a proud and virtuous officer, is described along with his high standards for a potential spouse, leading to his reputation as an uninterested bachelor. Captain Bulstrode attends a ball at Felden Woods, where he observes the dancers and meets Aurora Floyd, the wealthy heiress, whom he initially sees as just another woman seeking position and wealth.	975	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Aurora, feeling tired and despairing, contemplates her father's gift of a diamond bracelet before sending it away in a parcel and reflecting on the lack of love she has experienced in her life.	13498	0.06914	407	0	14	207		844	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	Aurora, feeling tired and melancholic, sends a valuable parcel to someone named J.C. in Doncaster, and the next morning she drives her aunt and cousin to Croydon before making a trip to the post office, leaving her relatives concerned about her behavior and actions.	13498	0.06914	407	0	15	207	Archibald Floyd, a retired banker, surprises society by marrying Eliza, a beautiful but penniless actress. Despite facing resentment and gossip from the county families, Eliza remains unfazed and enjoys her scandalous life. Archibald fiercely defends her honor, revealing that he fell in love with her during a performance. Eliza brings joy to the poor through her charitable acts, but tragically dies after a year of marriage, leaving Archibald heartbroken. He becomes devoted to their daughter Aurora, who grows into a beautiful and impetuous young woman. Aurora returns from Paris changed, causing concern among her relatives. During her grand birthday celebration, she encounters a strange man who gives her an address, leading to a series of events involving two officers from Windsor. Talbot Bulstrode, a proud and virtuous officer, is described along with his high standards for a potential spouse, leading to his reputation as an uninterested bachelor. Captain Bulstrode attends a ball at Felden Woods, where he observes the dancers and meets Aurora Floyd, the wealthy heiress, whom he initially sees as just another woman seeking position and wealth. Talbot Bulstrode observes Aurora Floyd's indifference to him and her preoccupation with horse racing, leading him to judge her character harshly, while Aurora's sister worries about her fatigue.	844	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Talbot Bulstrode longs to be loved and married, and contemplates his ideal woman while observing Lucy Floyd, but his attention is soon drawn to Aurora Floyd when she enters the room with her dog.	14397	0.07375	438	0	15	240		899	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	As Aurora Floyd enters the room, Talbot Bulstrode's attention is immediately drawn to her, and he becomes captivated by her beauty and boldness, causing a shift in his perception of her character and a growing interest in pursuing a relationship with her.	14397	0.07375	438	0	16	240	Archibald Floyd, a retired banker, surprises society by marrying Eliza, a beautiful but penniless actress. Despite facing resentment and gossip from the county families, Eliza remains unfazed and enjoys her scandalous life. Archibald fiercely defends her honor, revealing that he fell in love with her during a performance. Eliza brings joy to the poor through her charitable acts, but tragically dies after a year of marriage, leaving Archibald heartbroken. He becomes devoted to their daughter Aurora, who grows into a beautiful and impetuous young woman. Aurora returns from Paris changed, causing concern among her relatives. During her grand birthday celebration, she encounters a strange man who gives her an address, leading to a series of events involving two officers from Windsor. Talbot Bulstrode, a proud and virtuous officer, is described along with his high standards for a potential spouse, leading to his reputation as an uninterested bachelor. Captain Bulstrode attends a ball at Felden Woods, where he observes the dancers and meets Aurora Floyd, the wealthy heiress, whom he initially sees as just another woman seeking position and wealth. Talbot Bulstrode observes Aurora Floyd's indifference to him and her preoccupation with horse racing, leading him to judge her character harshly, while Aurora's sister worries about her fatigue. Aurora, feeling tired and despairing, contemplates her father's gift of a diamond bracelet before sending it away in a parcel and reflecting on the lack of love she has experienced in her life.	899	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Talbot Bulstrode observes Aurora Floyd's beauty and indifference, while Lucy Floyd impresses him as a suitable wife; during lunch, Archibald Floyd's watchful and anxious gaze towards Aurora is evident.	15230	0.07866	479	0	16	274		833	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	During the luncheon, Archibald Floyd's watchful gaze on Aurora hints at his concerns about her recent change in behavior, and after the meal, he pulls her aside to express his worries and ask her what is troubling her.	15230	0.07866	479	0	17	274	Archibald Floyd, a retired banker, surprises society by marrying Eliza, a beautiful but penniless actress. Despite facing resentment and gossip from the county families, Eliza remains unfazed and enjoys her scandalous life. Archibald fiercely defends her honor, revealing that he fell in love with her during a performance. Eliza brings joy to the poor through her charitable acts, but tragically dies after a year of marriage, leaving Archibald heartbroken. He becomes devoted to their daughter Aurora, who grows into a beautiful and impetuous young woman. Aurora returns from Paris changed, causing concern among her relatives. During her grand birthday celebration, she encounters a strange man who gives her an address, leading to a series of events involving two officers from Windsor. Talbot Bulstrode, a proud and virtuous officer, is described along with his high standards for a potential spouse, leading to his reputation as an uninterested bachelor. Captain Bulstrode attends a ball at Felden Woods, where he observes the dancers and meets Aurora Floyd, the wealthy heiress, whom he initially sees as just another woman seeking position and wealth. Talbot Bulstrode observes Aurora Floyd's indifference to him and her preoccupation with horse racing, leading him to judge her character harshly, while Aurora's sister worries about her fatigue. Aurora, feeling tired and despairing, contemplates her father's gift of a diamond bracelet before sending it away in a parcel and reflecting on the lack of love she has experienced in her life. Talbot Bulstrode longs to be loved and married, and contemplates his ideal woman while observing Lucy Floyd, but his attention is soon drawn to Aurora Floyd when she enters the room with her dog.	833	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	Talbot Bulstrode observes Archibald Floyd's watchful and anxious affection towards his daughter Aurora, leading him to wonder about their relationship and speculate on the reasons behind her behavior.	16145	0.08321	515	0	17	303		915	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	prediction	Talbot Bulstrode confronts Aurora about her change in behavior and her possible involvement in something that annoys her father, leading to a tense conversation between them.	16145	0.08321	515	0	18	303	Archibald Floyd, a retired banker, surprises society by marrying Eliza, a beautiful but penniless actress. Despite facing resentment and gossip from the county families, Eliza remains unfazed and enjoys her scandalous life. Archibald fiercely defends her honor, revealing that he fell in love with her during a performance. Eliza brings joy to the poor through her charitable acts, but tragically dies after a year of marriage, leaving Archibald heartbroken. He becomes devoted to their daughter Aurora, who grows into a beautiful and impetuous young woman. Aurora returns from Paris changed, causing concern among her relatives. During her grand birthday celebration, she encounters a strange man who gives her an address, leading to a series of events involving two officers from Windsor. Talbot Bulstrode, a proud and virtuous officer, is described along with his high standards for a potential spouse, leading to his reputation as an uninterested bachelor. Captain Bulstrode attends a ball at Felden Woods, where he observes the dancers and meets Aurora Floyd, the wealthy heiress, whom he initially sees as just another woman seeking position and wealth. Talbot Bulstrode observes Aurora Floyd's indifference to him and her preoccupation with horse racing, leading him to judge her character harshly, while Aurora's sister worries about her fatigue. Aurora, feeling tired and despairing, contemplates her father's gift of a diamond bracelet before sending it away in a parcel and reflecting on the lack of love she has experienced in her life. Talbot Bulstrode longs to be loved and married, and contemplates his ideal woman while observing Lucy Floyd, but his attention is soon drawn to Aurora Floyd when she enters the room with her dog. Talbot Bulstrode observes Aurora Floyd's beauty and indifference, while Lucy Floyd impresses him as a suitable wife; during lunch, Archibald Floyd's watchful and anxious gaze towards Aurora is evident.	915	sentence
chapterbooks/AuroraFloydGB.txt	Aurora Floyd	Mary Elizabeth Braddon	summary	During a dinner party at Felden Woods, Talbot Bulstrode contemplates his longing for love and marriage, while observing Aurora Floyd's beauty and her father's watchful affection towards her, and also considers Lucy Floyd as a potential suitable wife.	17077	0.08821	539	0	18	331		932	sentence
