filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00022741.txt	Beloved	Toni Morrison	Turbo-0	prediction	Sethe, Amy, and Denver discuss the haunting presence of the white dress and its connection to the baby ghost, delving deeper into the history of the house and the significance of rememory.	13197	752	13	383	Sethe and her daughter Denver are the victims of the spiteful and haunted house they live in, after the death of Sethe's mother-in-law and the departure of Sethe's sons. They try to communicate with the ghost haunting the house but are unsuccessful. Sethe and Baby Suggs discuss their past and the loss of their children, while Sethe recalls a memory of Sweet Home and encounters Paul D, the last of the Sweet Home men. Sethe and Paul D discuss their past and the loss of their children, and Sethe invites Paul D to stay the night at her haunted house. Sethe introduces Paul D to her daughter Denver, and they engage in a conversation about their past and the absence of Denver's father. Sethe, Denver, and Paul D discuss the ghost haunting their house and the memories of Sweet Home, while Denver expresses her unhappiness and desire to leave the haunted house. Sethe reminisces about her past and the loss of her milk, while making biscuits in the kitchen. Paul D comforts Sethe and they share a moment of intimacy. Sethe, Denver, and Paul D are startled by the haunting presence in the house, causing chaos and destruction, but eventually find solace in each other's presence. Sethe and Paul D engage in an intimate moment, but are interrupted by a haunting presence in the house, causing chaos and destruction. Sethe and Paul D reflect on their past experiences and relationships, with Sethe feeling regretful about her choices and Paul D reminiscing about a failed rendezvous with a woman named Patsy. They both observe each other's physical appearances and engage in a moment of connection. Sethe and Halle decide to get married and have an intimate encounter in a cornfield, while Paul D and the other men watch from a distance. Denver finds solace and escape in a secret room made of boxwood bushes. Denver approaches the haunted house, seeing her mother on her knees in prayer, accompanied by a white dress that embraces her. Denver reminisces about her birth and the magic surrounding it, as she walks towards the front of the house. Sethe encounters a girl named Amy in the grass, who talks about her desire for velvet and her journey to Boston, while Sethe reveals her pregnancy and inability to move.
00022741.txt	Beloved	Toni Morrison	Turbo-0	summary	Sethe and Denver discuss the impact of Paul D's arrival and how he disrupted their plans, while Sethe contemplates the possibility of trusting and feeling again.	14214	806	13	418	
00022741.txt	Beloved	Toni Morrison	Turbo-0	prediction	Sethe and Paul D deepen their connection while Denver seeks solace. The haunting presence intensifies, forcing the characters to confront their past traumas and make difficult choices.	14214	806	14	418	Sethe and her daughter Denver are the victims of the spiteful and haunted house they live in, after the death of Sethe's mother-in-law and the departure of Sethe's sons. They try to communicate with the ghost haunting the house but are unsuccessful. Sethe and Baby Suggs discuss their past and the loss of their children, while Sethe recalls a memory of Sweet Home and encounters Paul D, the last of the Sweet Home men. Sethe and Paul D discuss their past and the loss of their children, and Sethe invites Paul D to stay the night at her haunted house. Sethe introduces Paul D to her daughter Denver, and they engage in a conversation about their past and the absence of Denver's father. Sethe, Denver, and Paul D discuss the ghost haunting their house and the memories of Sweet Home, while Denver expresses her unhappiness and desire to leave the haunted house. Sethe reminisces about her past and the loss of her milk, while making biscuits in the kitchen. Paul D comforts Sethe and they share a moment of intimacy. Sethe, Denver, and Paul D are startled by the haunting presence in the house, causing chaos and destruction, but eventually find solace in each other's presence. Sethe and Paul D engage in an intimate moment, but are interrupted by a haunting presence in the house, causing chaos and destruction. Sethe and Paul D reflect on their past experiences and relationships, with Sethe feeling regretful about her choices and Paul D reminiscing about a failed rendezvous with a woman named Patsy. They both observe each other's physical appearances and engage in a moment of connection. Sethe and Halle decide to get married and have an intimate encounter in a cornfield, while Paul D and the other men watch from a distance. Denver finds solace and escape in a secret room made of boxwood bushes. Denver approaches the haunted house, seeing her mother on her knees in prayer, accompanied by a white dress that embraces her. Denver reminisces about her birth and the magic surrounding it, as she walks towards the front of the house. Sethe encounters a girl named Amy in the grass, who talks about her desire for velvet and her journey to Boston, while Sethe reveals her pregnancy and inability to move. Sethe, injured and in pain, is comforted by Amy as she tends to her wounds and massages her swollen feet, while Denver observes and recalls the haunting presence of a white dress embracing her mother.
00022741.txt	Beloved	Toni Morrison	Turbo-0	summary	Sethe is distracted by the changes that Paul D's presence has brought to 124, including the newfound emotions and the songs he sings while fixing things in the house.	15230	861	14	444	
00022741.txt	Beloved	Toni Morrison	Turbo-0	prediction	Sethe and Paul D bond further and discuss their pasts and a potential future together, while Denver grapples with her conflicting emotions towards Paul D and her fear of losing her mother's attention.	15230	861	15	444	Sethe and her daughter Denver are the victims of the spiteful and haunted house they live in, after the death of Sethe's mother-in-law and the departure of Sethe's sons. They try to communicate with the ghost haunting the house but are unsuccessful. Sethe and Baby Suggs discuss their past and the loss of their children, while Sethe recalls a memory of Sweet Home and encounters Paul D, the last of the Sweet Home men. Sethe and Paul D discuss their past and the loss of their children, and Sethe invites Paul D to stay the night at her haunted house. Sethe introduces Paul D to her daughter Denver, and they engage in a conversation about their past and the absence of Denver's father. Sethe, Denver, and Paul D discuss the ghost haunting their house and the memories of Sweet Home, while Denver expresses her unhappiness and desire to leave the haunted house. Sethe reminisces about her past and the loss of her milk, while making biscuits in the kitchen. Paul D comforts Sethe and they share a moment of intimacy. Sethe, Denver, and Paul D are startled by the haunting presence in the house, causing chaos and destruction, but eventually find solace in each other's presence. Sethe and Paul D engage in an intimate moment, but are interrupted by a haunting presence in the house, causing chaos and destruction. Sethe and Paul D reflect on their past experiences and relationships, with Sethe feeling regretful about her choices and Paul D reminiscing about a failed rendezvous with a woman named Patsy. They both observe each other's physical appearances and engage in a moment of connection. Sethe and Halle decide to get married and have an intimate encounter in a cornfield, while Paul D and the other men watch from a distance. Denver finds solace and escape in a secret room made of boxwood bushes. Denver approaches the haunted house, seeing her mother on her knees in prayer, accompanied by a white dress that embraces her. Denver reminisces about her birth and the magic surrounding it, as she walks towards the front of the house. Sethe encounters a girl named Amy in the grass, who talks about her desire for velvet and her journey to Boston, while Sethe reveals her pregnancy and inability to move. Sethe, injured and in pain, is comforted by Amy as she tends to her wounds and massages her swollen feet, while Denver observes and recalls the haunting presence of a white dress embracing her mother. Sethe and Denver discuss the impact of Paul D's arrival and how he disrupted their plans, while Sethe contemplates the possibility of trusting and feeling again.
00022741.txt	Beloved	Toni Morrison	Turbo-0	summary	Sethe and Denver have a tense confrontation with Paul D after Denver questions how long he will stay, leading to Sethe defending Paul D and telling Denver to leave the table.	16258	933	15	107	
00022741.txt	Beloved	Toni Morrison	Turbo-0	prediction	Sethe and Paul D discuss Denver's behavior and Sethe's protective nature, leading to Paul D expressing his desire for Sethe to make space for him in her life and for Sethe to open up emotionally.	16258	933	16	107	Sethe and her daughter Denver live in a haunted house, haunted by the ghost of Sethe's mother-in-law and the absence of Sethe's sons. They meet Paul D, who shares their past and loss of children. Sethe invites Paul D to stay, and they bond over their memories. They are interrupted by the haunting presence, causing chaos. Sethe and Paul D reflect on their past, share intimate moments, and find solace in each other. Denver finds escape in a secret room, while Sethe encounters a girl named Amy who tends to her wounds. Sethe and Denver discuss the impact of Paul D's arrival, and Sethe contemplates trusting again.
00022741.txt	Beloved	Toni Morrison	Turbo-0	summary	Sethe, Denver, and Paul D go to a carnival together, enjoying the sights and smells, and Denver starts to warm up to Paul D.	17278	980	16	138	
00022741.txt	Beloved	Toni Morrison	Turbo-0	prediction	Sethe, Denver, and Paul D bond further at the carnival, enjoying the performances and Denver's interaction with other people. Denver's perception of Paul D improves as she starts to develop feelings of affection towards him.	17278	980	17	138	Sethe and her daughter Denver live in a haunted house, haunted by the ghost of Sethe's mother-in-law and the absence of Sethe's sons. They meet Paul D, who shares their past and loss of children. Sethe invites Paul D to stay, and they bond over their memories. They are interrupted by the haunting presence, causing chaos. Sethe and Paul D reflect on their past, share intimate moments, and find solace in each other. Denver finds escape in a secret room, while Sethe encounters a girl named Amy who tends to her wounds. Sethe and Denver discuss the impact of Paul D's arrival, and Sethe contemplates trusting again. Sethe and Denver have a tense confrontation with Paul D after Denver questions how long he will stay, leading to Sethe defending Paul D and telling Denver to leave the table.
00022741.txt	Beloved	Toni Morrison	Turbo-0	summary	Sethe, Denver, and Paul D enjoy the carnival together, with Paul D buying things for Denver and teasing Sethe. On their way home, they come across a woman sitting by a tree, exhausted and smiling.	18283	1038	17	162	
00022741.txt	Beloved	Toni Morrison	Turbo-0	prediction	Sethe, Denver, and Paul D approach the woman and offer her water. The woman drinks greedily and reveals her name as Beloved. Sethe and Paul D inquire about her background, while Denver observes silently.	18283	1038	18	162	Sethe and her daughter Denver live in a haunted house, haunted by the ghost of Sethe's mother-in-law and the absence of Sethe's sons. They meet Paul D, who shares their past and loss of children. Sethe invites Paul D to stay, and they bond over their memories. They are interrupted by the haunting presence, causing chaos. Sethe and Paul D reflect on their past, share intimate moments, and find solace in each other. Denver finds escape in a secret room, while Sethe encounters a girl named Amy who tends to her wounds. Sethe and Denver discuss the impact of Paul D's arrival, and Sethe contemplates trusting again. Sethe and Denver have a tense confrontation with Paul D after Denver questions how long he will stay, leading to Sethe defending Paul D and telling Denver to leave the table. Sethe, Denver, and Paul D go to a carnival together, enjoying the sights and smells, and Denver starts to warm up to Paul D.
00022741.txt	Beloved	Toni Morrison	Turbo-0	summary	Sethe, Denver, and Paul D encounter a young colored woman named Beloved who is drifting from ruin, and they invite her into their home. Beloved falls asleep and Denver takes care of her while she is sick with a fever.	19291	1100	18	197	
00022741.txt	Beloved	Toni Morrison	Turbo-0	prediction	Beloved wakes up and recovers from her illness, forming a bond with Denver. Sethe and Paul D continue to support Denver in taking care of Beloved, and they all become a close-knit family.	19291	1100	19	197	Sethe and her daughter Denver live in a haunted house, haunted by the ghost of Sethe's mother-in-law and the absence of Sethe's sons. They meet Paul D, who shares their past and loss of children. Sethe invites Paul D to stay, and they bond over their memories. They are interrupted by the haunting presence, causing chaos. Sethe and Paul D reflect on their past, share intimate moments, and find solace in each other. Denver finds escape in a secret room, while Sethe encounters a girl named Amy who tends to her wounds. Sethe and Denver discuss the impact of Paul D's arrival, and Sethe contemplates trusting again. Sethe and Denver have a tense confrontation with Paul D after Denver questions how long he will stay, leading to Sethe defending Paul D and telling Denver to leave the table. Sethe, Denver, and Paul D go to a carnival together, enjoying the sights and smells, and Denver starts to warm up to Paul D. Sethe, Denver, and Paul D enjoy the carnival together, with Paul D buying things for Denver and teasing Sethe. On their way home, they come across a woman sitting by a tree, exhausted and smiling.
00022741.txt	Beloved	Toni Morrison	Turbo-0	summary	Beloved wakes up and Denver offers her some sweet bread, which pleases Beloved. They discuss Beloved's love for sweet things and her mysterious past.	20296	1161	19	237	
00022741.txt	Beloved	Toni Morrison	Turbo-0	prediction	Beloved becomes increasingly fixated on Sethe, seeking her attention and longing for her past. Sethe, intrigued by Beloved's desire, starts sharing stories from her past to satisfy Beloved's longing.	20296	1161	20	237	Sethe and her daughter Denver live in a haunted house, haunted by the ghost of Sethe's mother-in-law and the absence of Sethe's sons. They meet Paul D, who shares their past and loss of children. Sethe invites Paul D to stay, and they bond over their memories. They are interrupted by the haunting presence, causing chaos. Sethe and Paul D reflect on their past, share intimate moments, and find solace in each other. Denver finds escape in a secret room, while Sethe encounters a girl named Amy who tends to her wounds. Sethe and Denver discuss the impact of Paul D's arrival, and Sethe contemplates trusting again. Sethe and Denver have a tense confrontation with Paul D after Denver questions how long he will stay, leading to Sethe defending Paul D and telling Denver to leave the table. Sethe, Denver, and Paul D go to a carnival together, enjoying the sights and smells, and Denver starts to warm up to Paul D. Sethe, Denver, and Paul D enjoy the carnival together, with Paul D buying things for Denver and teasing Sethe. On their way home, they come across a woman sitting by a tree, exhausted and smiling. Sethe, Denver, and Paul D encounter a young colored woman named Beloved who is drifting from ruin, and they invite her into their home. Beloved falls asleep and Denver takes care of her while she is sick with a fever.
00022741.txt	Beloved	Toni Morrison	Turbo-0	summary	Sethe tells Beloved and Denver about the crystal earrings she received as a gift from Mrs. Garner and how she made a dress for her wedding. Denver asks about the earrings, but Sethe says they are gone.	21301	1228	20	261	
00022741.txt	Beloved	Toni Morrison	Turbo-0	prediction	Beloved asks Sethe if her mother ever fixed her hair. Sethe and Denver are surprised by the question.	21301	1228	21	261	Sethe and her daughter Denver live in a haunted house, haunted by the ghost of Sethe's mother-in-law and the absence of Sethe's sons. They meet Paul D, who shares their past and loss of children. Sethe invites Paul D to stay, and they bond over their memories. They are interrupted by the haunting presence, causing chaos. Sethe and Paul D reflect on their past, share intimate moments, and find solace in each other. Denver finds escape in a secret room, while Sethe encounters a girl named Amy who tends to her wounds. Sethe and Denver discuss the impact of Paul D's arrival, and Sethe contemplates trusting again. Sethe and Denver have a tense confrontation with Paul D after Denver questions how long he will stay, leading to Sethe defending Paul D and telling Denver to leave the table. Sethe, Denver, and Paul D go to a carnival together, enjoying the sights and smells, and Denver starts to warm up to Paul D. Sethe, Denver, and Paul D enjoy the carnival together, with Paul D buying things for Denver and teasing Sethe. On their way home, they come across a woman sitting by a tree, exhausted and smiling. Sethe, Denver, and Paul D encounter a young colored woman named Beloved who is drifting from ruin, and they invite her into their home. Beloved falls asleep and Denver takes care of her while she is sick with a fever. Beloved wakes up and Denver offers her some sweet bread, which pleases Beloved. They discuss Beloved's love for sweet things and her mysterious past.
00022741.txt	Beloved	Toni Morrison	Turbo-0	summary	Sethe recalls a conversation with a woman named Nan, who showed her a mark on her rib and told her that she is the only one left with that mark. Sethe asks to be marked too, but Nan slaps her instead. Sethe then remembers that Nan told her about her mother and Nan being together from the sea, and how her mother threw away all her other children except for Sethe.	22310	1299	21	298	
00022741.txt	Beloved	Toni Morrison	Turbo-0	prediction	Sethe reflects on her past and the stories told by Nan, becoming angry and longing for Baby Suggs. Denver is relieved that Paul D will be arriving soon, while Beloved continues to ask questions and Paul D becomes unsettled by Beloved's shining presence.	22310	1299	22	298	Sethe and her daughter Denver live in a haunted house, haunted by the ghost of Sethe's mother-in-law and the absence of Sethe's sons. They meet Paul D, who shares their past and loss of children. Sethe invites Paul D to stay, and they bond over their memories. They are interrupted by the haunting presence, causing chaos. Sethe and Paul D reflect on their past, share intimate moments, and find solace in each other. Denver finds escape in a secret room, while Sethe encounters a girl named Amy who tends to her wounds. Sethe and Denver discuss the impact of Paul D's arrival, and Sethe contemplates trusting again. Sethe and Denver have a tense confrontation with Paul D after Denver questions how long he will stay, leading to Sethe defending Paul D and telling Denver to leave the table. Sethe, Denver, and Paul D go to a carnival together, enjoying the sights and smells, and Denver starts to warm up to Paul D. Sethe, Denver, and Paul D enjoy the carnival together, with Paul D buying things for Denver and teasing Sethe. On their way home, they come across a woman sitting by a tree, exhausted and smiling. Sethe, Denver, and Paul D encounter a young colored woman named Beloved who is drifting from ruin, and they invite her into their home. Beloved falls asleep and Denver takes care of her while she is sick with a fever. Beloved wakes up and Denver offers her some sweet bread, which pleases Beloved. They discuss Beloved's love for sweet things and her mysterious past. Sethe tells Beloved and Denver about the crystal earrings she received as a gift from Mrs. Garner and how she made a dress for her wedding. Denver asks about the earrings, but Sethe says they are gone.
