filename	title	author	mode	text	wordindex	position	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Vyner and Grenfell explore the desolate island, encountering solitude, natural beauty, and a mysterious cry in the distance, which leads them to investigate a distant light.	5399	0.02037	215	0	5	219		930	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	Despite Grenfell's reluctance, Vyner continues on to investigate the source of the mysterious light, leading them to a surprising discovery.	5399	0.02037	215	0	6	219	The passage describes a remote and poverty-stricken island, Innishmore, where the arrival of a sorrowful man, John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, creates a stir among the islanders who are fascinated by their presence but have little interaction with them. The islanders are both fascinated and fearful of the sorrowful man, John Luttrell, and his family, who are seen as outsiders due to their appearance and mysterious habits, while Luttrell's wife passes away and he has a tense conversation with the priest about their relationship. John Luttrell has a tense conversation with the priest about his wife's funeral and the upbringing of their son, while Luttrell mourns his wife's death in seclusion and sends for her relatives to attend the funeral. John Luttrell has a tense conversation with a peasant woman about the arrangements for his wife's funeral, and then a yacht owned by Sir Gervais Vyner arrives in a remote bay on Innishmore, creating a stark contrast between wealth and poverty. Sir Gervais Vyner, accompanied by his daughter Ada and her governess Mademoiselle Heinzleman, arrives on the remote and poverty-stricken island of Innishmore on his yacht, causing a contrast between wealth and poverty, and a tense dynamic between Vyner and his companion Grenfell as well as between Grenfell and Mademoiselle Heinzleman.	930	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Vyner explores a desolate island and stumbles upon a mysterious gathering of Irish islanders engaged in a funeral ritual, witnessing their intense expressions and powerful religious fervor.	6318	0.0246	246	0	6	245		919	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	Vyner continues to observe the funeral ceremony, feeling a mix of awe and unease as he witnesses the intense religious fervor and the unsettling facial expressions of the islanders, while he remains hidden and contemplates whether to reveal himself or retreat unnoticed.	6318	0.0246	246	0	7	245	The passage describes a remote and poverty-stricken island, Innishmore, where the arrival of a sorrowful man, John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, creates a stir among the islanders who are fascinated by their presence but have little interaction with them. The islanders are both fascinated and fearful of the sorrowful man, John Luttrell, and his family, who are seen as outsiders due to their appearance and mysterious habits, while Luttrell's wife passes away and he has a tense conversation with the priest about their relationship. John Luttrell has a tense conversation with the priest about his wife's funeral and the upbringing of their son, while Luttrell mourns his wife's death in seclusion and sends for her relatives to attend the funeral. John Luttrell has a tense conversation with a peasant woman about the arrangements for his wife's funeral, and then a yacht owned by Sir Gervais Vyner arrives in a remote bay on Innishmore, creating a stark contrast between wealth and poverty. Sir Gervais Vyner, accompanied by his daughter Ada and her governess Mademoiselle Heinzleman, arrives on the remote and poverty-stricken island of Innishmore on his yacht, causing a contrast between wealth and poverty, and a tense dynamic between Vyner and his companion Grenfell as well as between Grenfell and Mademoiselle Heinzleman. Vyner and Grenfell explore the desolate island, encountering solitude, natural beauty, and a mysterious cry in the distance, which leads them to investigate a distant light.	919	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Vyner witnesses a funeral wake on the island, where the mourners engage in prayers, drinking, and bursts of intense emotion, and he becomes captivated by the scene, while later he stumbles upon the dwelling of John Luttrell, who is asleep in a chair and shocks Vyner with his appearance.	7186	0.02879	278	0	7	272		868	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	Vyner and Grenfell continue their stay on the island, exploring its desolate beauty and encountering more mysterious and intense scenes involving the islanders' rituals and mourners, deepening their fascination and curiosity about the place and its people.	7186	0.02879	278	0	8	272	The passage describes a remote and poverty-stricken island, Innishmore, where the arrival of a sorrowful man, John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, creates a stir among the islanders who are fascinated by their presence but have little interaction with them. The islanders are both fascinated and fearful of the sorrowful man, John Luttrell, and his family, who are seen as outsiders due to their appearance and mysterious habits, while Luttrell's wife passes away and he has a tense conversation with the priest about their relationship. John Luttrell has a tense conversation with the priest about his wife's funeral and the upbringing of their son, while Luttrell mourns his wife's death in seclusion and sends for her relatives to attend the funeral. John Luttrell has a tense conversation with a peasant woman about the arrangements for his wife's funeral, and then a yacht owned by Sir Gervais Vyner arrives in a remote bay on Innishmore, creating a stark contrast between wealth and poverty. Sir Gervais Vyner, accompanied by his daughter Ada and her governess Mademoiselle Heinzleman, arrives on the remote and poverty-stricken island of Innishmore on his yacht, causing a contrast between wealth and poverty, and a tense dynamic between Vyner and his companion Grenfell as well as between Grenfell and Mademoiselle Heinzleman. Vyner and Grenfell explore the desolate island, encountering solitude, natural beauty, and a mysterious cry in the distance, which leads them to investigate a distant light. Vyner explores a desolate island and stumbles upon a mysterious gathering of Irish islanders engaged in a funeral ritual, witnessing their intense expressions and powerful religious fervor.	868	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Sir Gervais Vyner recounts the story of John Luttrell, a former acquaintance who wanted to marry Vyner's wife and was engaged to her sister, but was rejected due to rumors and his involvement with a secret society in Ireland seeking independence from England.	8069	0.03275	309	0	8	321		883	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	After hearing Vyner's account of John Luttrell's past involvement with the United Irishmen, Grenfell becomes suspicious and begins to question Luttrell about his current activities and intentions on the island of Innishmore.	8069	0.03275	309	0	9	321	The passage describes a remote and poverty-stricken island, Innishmore, where the arrival of a sorrowful man, John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, creates a stir among the islanders who are fascinated by their presence but have little interaction with them. The islanders are both fascinated and fearful of the sorrowful man, John Luttrell, and his family, who are seen as outsiders due to their appearance and mysterious habits, while Luttrell's wife passes away and he has a tense conversation with the priest about their relationship. John Luttrell has a tense conversation with the priest about his wife's funeral and the upbringing of their son, while Luttrell mourns his wife's death in seclusion and sends for her relatives to attend the funeral. John Luttrell has a tense conversation with a peasant woman about the arrangements for his wife's funeral, and then a yacht owned by Sir Gervais Vyner arrives in a remote bay on Innishmore, creating a stark contrast between wealth and poverty. Sir Gervais Vyner, accompanied by his daughter Ada and her governess Mademoiselle Heinzleman, arrives on the remote and poverty-stricken island of Innishmore on his yacht, causing a contrast between wealth and poverty, and a tense dynamic between Vyner and his companion Grenfell as well as between Grenfell and Mademoiselle Heinzleman. Vyner and Grenfell explore the desolate island, encountering solitude, natural beauty, and a mysterious cry in the distance, which leads them to investigate a distant light. Vyner explores a desolate island and stumbles upon a mysterious gathering of Irish islanders engaged in a funeral ritual, witnessing their intense expressions and powerful religious fervor. Vyner witnesses a funeral wake on the island, where the mourners engage in prayers, drinking, and bursts of intense emotion, and he becomes captivated by the scene, while later he stumbles upon the dwelling of John Luttrell, who is asleep in a chair and shocks Vyner with his appearance.	883	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Sir Gervais Vyner recounts the story of John Luttrell's involvement with a secret society and his betrayal, leading to his estrangement from Georgina and his own tragic downfall.	8935	0.03677	345	0	9	364		866	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	Vyner assures Luttrell that he does not hate him, and promises to help him in any way he can, while Luttrell continues to recover from his wounds and longs to communicate with Georgina, hoping for a sign of her affection.	8935	0.03677	345	0	10	364	The passage describes a remote and poverty-stricken island, Innishmore, where the arrival of a sorrowful man, John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, creates a stir among the islanders who are fascinated by their presence but have little interaction with them. The islanders are both fascinated and fearful of the sorrowful man, John Luttrell, and his family, who are seen as outsiders due to their appearance and mysterious habits, while Luttrell's wife passes away and he has a tense conversation with the priest about their relationship. John Luttrell has a tense conversation with the priest about his wife's funeral and the upbringing of their son, while Luttrell mourns his wife's death in seclusion and sends for her relatives to attend the funeral. John Luttrell has a tense conversation with a peasant woman about the arrangements for his wife's funeral, and then a yacht owned by Sir Gervais Vyner arrives in a remote bay on Innishmore, creating a stark contrast between wealth and poverty. Sir Gervais Vyner, accompanied by his daughter Ada and her governess Mademoiselle Heinzleman, arrives on the remote and poverty-stricken island of Innishmore on his yacht, causing a contrast between wealth and poverty, and a tense dynamic between Vyner and his companion Grenfell as well as between Grenfell and Mademoiselle Heinzleman. Vyner and Grenfell explore the desolate island, encountering solitude, natural beauty, and a mysterious cry in the distance, which leads them to investigate a distant light. Vyner explores a desolate island and stumbles upon a mysterious gathering of Irish islanders engaged in a funeral ritual, witnessing their intense expressions and powerful religious fervor. Vyner witnesses a funeral wake on the island, where the mourners engage in prayers, drinking, and bursts of intense emotion, and he becomes captivated by the scene, while later he stumbles upon the dwelling of John Luttrell, who is asleep in a chair and shocks Vyner with his appearance. Sir Gervais Vyner recounts the story of John Luttrell, a former acquaintance who wanted to marry Vyner's wife and was engaged to her sister, but was rejected due to rumors and his involvement with a secret society in Ireland seeking independence from England.	866	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Vyner confesses to Luttrell about his wife's rejection and the impending double marriage, causing Luttrell to question Vyner's knowledge of a calamity and assert his own courage, leading to a tense conversation where Vyner reveals the truth and Luttrell accepts it with dignity before abruptly leaving.	9965	0.04072	393	0	10	392		1030	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	Sir Gervais Vyner and Grenfell notice something peculiar about the dog in the bow of the launch, and their curiosity leads them to investigate further.	9965	0.04072	393	0	11	392	The passage describes a remote and poverty-stricken island, Innishmore, where the arrival of a sorrowful man, John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, creates a stir among the islanders who are fascinated by their presence but have little interaction with them. The islanders are both fascinated and fearful of the sorrowful man, John Luttrell, and his family, who are seen as outsiders due to their appearance and mysterious habits, while Luttrell's wife passes away and he has a tense conversation with the priest about their relationship. John Luttrell has a tense conversation with the priest about his wife's funeral and the upbringing of their son, while Luttrell mourns his wife's death in seclusion and sends for her relatives to attend the funeral. John Luttrell has a tense conversation with a peasant woman about the arrangements for his wife's funeral, and then a yacht owned by Sir Gervais Vyner arrives in a remote bay on Innishmore, creating a stark contrast between wealth and poverty. Sir Gervais Vyner, accompanied by his daughter Ada and her governess Mademoiselle Heinzleman, arrives on the remote and poverty-stricken island of Innishmore on his yacht, causing a contrast between wealth and poverty, and a tense dynamic between Vyner and his companion Grenfell as well as between Grenfell and Mademoiselle Heinzleman. Vyner and Grenfell explore the desolate island, encountering solitude, natural beauty, and a mysterious cry in the distance, which leads them to investigate a distant light. Vyner explores a desolate island and stumbles upon a mysterious gathering of Irish islanders engaged in a funeral ritual, witnessing their intense expressions and powerful religious fervor. Vyner witnesses a funeral wake on the island, where the mourners engage in prayers, drinking, and bursts of intense emotion, and he becomes captivated by the scene, while later he stumbles upon the dwelling of John Luttrell, who is asleep in a chair and shocks Vyner with his appearance. Sir Gervais Vyner recounts the story of John Luttrell, a former acquaintance who wanted to marry Vyner's wife and was engaged to her sister, but was rejected due to rumors and his involvement with a secret society in Ireland seeking independence from England. Sir Gervais Vyner recounts the story of John Luttrell's involvement with a secret society and his betrayal, leading to his estrangement from Georgina and his own tragic downfall.	1030	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Sir Gervais Vyner encounters a young boy named Harry Grenville Luttrell on his yacht, and despite the boy's initial defiance, they form a connection when Vyner introduces his daughter Ada to him.	10848	0.04541	452	0	11	438		883	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	Harry Grenville Luttrell, captivated by Ada's beauty and intrigued by the unfamiliar world of the yacht, agrees to stay on board and explore the ship with her, gradually warming up to the idea of spending time with the Vyners and experiencing their way of life.	10848	0.04541	452	0	12	438	The passage describes a remote and poverty-stricken island, Innishmore, where the arrival of a sorrowful man, John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, creates a stir among the islanders who are fascinated by their presence but have little interaction with them. The islanders are both fascinated and fearful of the sorrowful man, John Luttrell, and his family, who are seen as outsiders due to their appearance and mysterious habits, while Luttrell's wife passes away and he has a tense conversation with the priest about their relationship. John Luttrell has a tense conversation with the priest about his wife's funeral and the upbringing of their son, while Luttrell mourns his wife's death in seclusion and sends for her relatives to attend the funeral. John Luttrell has a tense conversation with a peasant woman about the arrangements for his wife's funeral, and then a yacht owned by Sir Gervais Vyner arrives in a remote bay on Innishmore, creating a stark contrast between wealth and poverty. Sir Gervais Vyner, accompanied by his daughter Ada and her governess Mademoiselle Heinzleman, arrives on the remote and poverty-stricken island of Innishmore on his yacht, causing a contrast between wealth and poverty, and a tense dynamic between Vyner and his companion Grenfell as well as between Grenfell and Mademoiselle Heinzleman. Vyner and Grenfell explore the desolate island, encountering solitude, natural beauty, and a mysterious cry in the distance, which leads them to investigate a distant light. Vyner explores a desolate island and stumbles upon a mysterious gathering of Irish islanders engaged in a funeral ritual, witnessing their intense expressions and powerful religious fervor. Vyner witnesses a funeral wake on the island, where the mourners engage in prayers, drinking, and bursts of intense emotion, and he becomes captivated by the scene, while later he stumbles upon the dwelling of John Luttrell, who is asleep in a chair and shocks Vyner with his appearance. Sir Gervais Vyner recounts the story of John Luttrell, a former acquaintance who wanted to marry Vyner's wife and was engaged to her sister, but was rejected due to rumors and his involvement with a secret society in Ireland seeking independence from England. Sir Gervais Vyner recounts the story of John Luttrell's involvement with a secret society and his betrayal, leading to his estrangement from Georgina and his own tragic downfall. Vyner confesses to Luttrell about his wife's rejection and the impending double marriage, causing Luttrell to question Vyner's knowledge of a calamity and assert his own courage, leading to a tense conversation where Vyner reveals the truth and Luttrell accepts it with dignity before abruptly leaving.	883	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	As Vyner introduces Harry to his luxurious yacht, Harry remains composed and unimpressed, revealing his own impoverished background and longing for adventure, while Vyner and Grenfell discuss the ethical implications of reconnecting with Luttrell and the potential for redemption.	11684	0.04943	493	0	12	108		836	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	Despite Grenfell's advice, Vyner decides to seek out Luttrell and attempt to make amends for the past, hoping to help not only Luttrell but also his son, Harry.	11684	0.04943	493	0	13	108	On the remote and poverty-stricken island of Innishmore, the arrival of John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, fascinates and unsettles the islanders. Luttrell's wife passes away, leading to tense conversations with the priest and a peasant woman about the funeral arrangements. Meanwhile, Sir Gervais Vyner and his companions, Ada and Mademoiselle Heinzleman, arrive on their yacht, creating a stark contrast between wealth and poverty. Vyner explores the desolate island and witnesses a powerful funeral ritual, while also encountering Luttrell and learning about his tragic past. Eventually, Vyner forms a connection with Luttrell's son, Harry Grenville Luttrell, after introducing him to Ada.	836	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Grenfell and Vyner discuss the possibility of Vyner forming a connection with Luttrell's son, Harry, but Harry reveals his indifference to his father and Vyner decides against writing the note.	12546	0.05324	536	0	13	147		862	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	Harry Grenville Luttrell agrees to stay and dine with Vyner and his companions, forming a bond with Ada and sparking a sense of pity in her for his desolate and friendless situation.	12546	0.05324	536	0	14	147	On the remote and poverty-stricken island of Innishmore, the arrival of John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, fascinates and unsettles the islanders. Luttrell's wife passes away, leading to tense conversations with the priest and a peasant woman about the funeral arrangements. Meanwhile, Sir Gervais Vyner and his companions, Ada and Mademoiselle Heinzleman, arrive on their yacht, creating a stark contrast between wealth and poverty. Vyner explores the desolate island and witnesses a powerful funeral ritual, while also encountering Luttrell and learning about his tragic past. Eventually, Vyner forms a connection with Luttrell's son, Harry Grenville Luttrell, after introducing him to Ada. As Vyner introduces Harry to his luxurious yacht, Harry remains composed and unimpressed, revealing his own impoverished background and longing for adventure, while Vyner and Grenfell discuss the ethical implications of reconnecting with Luttrell and the potential for redemption.	862	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Despite Vyner's attempts to persuade Harry to stay, the boy insists on leaving and Vyner writes a note to Harry's father, bidding farewell and inviting Harry to join them for breakfast the next day, while Vyner and Grenfell discuss Harry's resemblance to his father and the mixed opinions of his character among the group.	13499	0.05717	596	0	14	177		953	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	After the boy, Harry, leaves the yacht and returns to the island, Vyner meets with Luttrell and they have a heartfelt conversation about their past and the possibility of forming a connection and helping each other find redemption.	13499	0.05717	596	0	15	177	On the remote and poverty-stricken island of Innishmore, the arrival of John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, fascinates and unsettles the islanders. Luttrell's wife passes away, leading to tense conversations with the priest and a peasant woman about the funeral arrangements. Meanwhile, Sir Gervais Vyner and his companions, Ada and Mademoiselle Heinzleman, arrive on their yacht, creating a stark contrast between wealth and poverty. Vyner explores the desolate island and witnesses a powerful funeral ritual, while also encountering Luttrell and learning about his tragic past. Eventually, Vyner forms a connection with Luttrell's son, Harry Grenville Luttrell, after introducing him to Ada. As Vyner introduces Harry to his luxurious yacht, Harry remains composed and unimpressed, revealing his own impoverished background and longing for adventure, while Vyner and Grenfell discuss the ethical implications of reconnecting with Luttrell and the potential for redemption. Grenfell and Vyner discuss the possibility of Vyner forming a connection with Luttrell's son, Harry, but Harry reveals his indifference to his father and Vyner decides against writing the note.	953	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Vyner receives a letter from Luttrell refusing to meet, prompting Grenfell to criticize Vyner's motives and skepticism towards others.	14364	0.06151	642	0	15	231		865	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	Despite Luttrell's refusal, Vyner's curiosity and desire to connect with him and his son continue to grow, leading him to devise a new plan to try and reach out to them and understand their tragic circumstances.	14364	0.06151	642	0	16	231	On the remote and poverty-stricken island of Innishmore, the arrival of John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, fascinates and unsettles the islanders. Luttrell's wife passes away, leading to tense conversations with the priest and a peasant woman about the funeral arrangements. Meanwhile, Sir Gervais Vyner and his companions, Ada and Mademoiselle Heinzleman, arrive on their yacht, creating a stark contrast between wealth and poverty. Vyner explores the desolate island and witnesses a powerful funeral ritual, while also encountering Luttrell and learning about his tragic past. Eventually, Vyner forms a connection with Luttrell's son, Harry Grenville Luttrell, after introducing him to Ada. As Vyner introduces Harry to his luxurious yacht, Harry remains composed and unimpressed, revealing his own impoverished background and longing for adventure, while Vyner and Grenfell discuss the ethical implications of reconnecting with Luttrell and the potential for redemption. Grenfell and Vyner discuss the possibility of Vyner forming a connection with Luttrell's son, Harry, but Harry reveals his indifference to his father and Vyner decides against writing the note. Despite Vyner's attempts to persuade Harry to stay, the boy insists on leaving and Vyner writes a note to Harry's father, bidding farewell and inviting Harry to join them for breakfast the next day, while Vyner and Grenfell discuss Harry's resemblance to his father and the mixed opinions of his character among the group.	865	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	Sir Gervais Vyner and his companions discuss the lack of timber on the island and attempt to strike a deal with a peasant for a larch-tree, while Vyner receives a letter from Luttrell refusing to meet and Grenfell criticizes Vyner's motives and skepticism towards others.	15322	0.06546	688	0	16	250		958	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	Molly and the islanders begin to rummage through the boxes of Luttrell's late wife's effects, each searching for a personal memento to take with them, while Vyner contemplates his next move and the potential consequences of his interactions with Luttrell and the islanders.	15322	0.06546	688	0	17	250	On the remote and poverty-stricken island of Innishmore, the arrival of John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, fascinates and unsettles the islanders. Luttrell's wife passes away, leading to tense conversations with the priest and a peasant woman about the funeral arrangements. Meanwhile, Sir Gervais Vyner and his companions, Ada and Mademoiselle Heinzleman, arrive on their yacht, creating a stark contrast between wealth and poverty. Vyner explores the desolate island and witnesses a powerful funeral ritual, while also encountering Luttrell and learning about his tragic past. Eventually, Vyner forms a connection with Luttrell's son, Harry Grenville Luttrell, after introducing him to Ada. As Vyner introduces Harry to his luxurious yacht, Harry remains composed and unimpressed, revealing his own impoverished background and longing for adventure, while Vyner and Grenfell discuss the ethical implications of reconnecting with Luttrell and the potential for redemption. Grenfell and Vyner discuss the possibility of Vyner forming a connection with Luttrell's son, Harry, but Harry reveals his indifference to his father and Vyner decides against writing the note. Despite Vyner's attempts to persuade Harry to stay, the boy insists on leaving and Vyner writes a note to Harry's father, bidding farewell and inviting Harry to join them for breakfast the next day, while Vyner and Grenfell discuss Harry's resemblance to his father and the mixed opinions of his character among the group. Vyner receives a letter from Luttrell refusing to meet, prompting Grenfell to criticize Vyner's motives and skepticism towards others.	958	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	summary	The islanders eagerly sort through the belongings of Luttrell's deceased wife, expressing gratitude for Sir Gervais Vyner's generosity, while Molly becomes increasingly ashamed of their covetousness and old Peter Hogan takes charge of distributing the items, ultimately leaving the amber necklace and cross for Vyner's consideration.	16210	0.06982	739	0	17	295		888	sentence
chapterbooks/LuttrellOfAranGB.txt	Luttrell of Aran	Charles Lever	prediction	After examining and admiring all the items left behind by Luttrell's late wife, the islanders divide the possessions among themselves, each taking something meaningful to remember her by, while Molly goes to retrieve a pair of her old shoes to complete the collection.	16210	0.06982	739	0	18	295	On the remote and poverty-stricken island of Innishmore, the arrival of John Luttrell, his consumptive wife, and their bold and beautiful child, the Prince, fascinates and unsettles the islanders. Luttrell's wife passes away, leading to tense conversations with the priest and a peasant woman about the funeral arrangements. Meanwhile, Sir Gervais Vyner and his companions, Ada and Mademoiselle Heinzleman, arrive on their yacht, creating a stark contrast between wealth and poverty. Vyner explores the desolate island and witnesses a powerful funeral ritual, while also encountering Luttrell and learning about his tragic past. Eventually, Vyner forms a connection with Luttrell's son, Harry Grenville Luttrell, after introducing him to Ada. As Vyner introduces Harry to his luxurious yacht, Harry remains composed and unimpressed, revealing his own impoverished background and longing for adventure, while Vyner and Grenfell discuss the ethical implications of reconnecting with Luttrell and the potential for redemption. Grenfell and Vyner discuss the possibility of Vyner forming a connection with Luttrell's son, Harry, but Harry reveals his indifference to his father and Vyner decides against writing the note. Despite Vyner's attempts to persuade Harry to stay, the boy insists on leaving and Vyner writes a note to Harry's father, bidding farewell and inviting Harry to join them for breakfast the next day, while Vyner and Grenfell discuss Harry's resemblance to his father and the mixed opinions of his character among the group. Vyner receives a letter from Luttrell refusing to meet, prompting Grenfell to criticize Vyner's motives and skepticism towards others. Sir Gervais Vyner and his companions discuss the lack of timber on the island and attempt to strike a deal with a peasant for a larch-tree, while Vyner receives a letter from Luttrell refusing to meet and Grenfell criticizes Vyner's motives and skepticism towards others.	888	sentence
