filename	title	author	mode	text	wordindex	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	Adam More, filled with a mixture of fear and curiosity, decides to cautiously approach the faint glow, hoping to uncover the truth behind this mysterious and potentially deadly destination.	13507	748	0	15	205	A group of friends on a yacht in the 1850s find a cylindrical metal object floating in the water. They open it to discover a manuscript detailing the adventures of a man named Adam More, who pleads for them to deliver the message and manuscript to his father in England. Adam recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew. They struggle to return to the ship through a blizzard, eventually finding themselves adrift on the ice. They spot a volcanic eruption on the desolate Antarctic continent and discover a lifeless body washed ashore. Continuing to drift, they encounter a group of repulsive native creatures and reach an impassable barrier of icy cliffs. Agnew considers going with them, while Adam remains suspicious. Adam is trapped with a group of repulsive cannibalistic creatures who have killed and are preparing to eat a dead body, while he anxiously waits for Agnew to return so they can escape together. Adam More, having lost his companion Agnew to the savages, flees for his life while being pursued, eventually finding himself adrift on a boat in a narrow, fast-flowing channel, resigned to his impending death.	869	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Drifting deeper into darkness, the protagonist contemplates death and ponders the possibility of being trapped in a vast subterranean channel, with the glow of distant volcanoes fading away and only darkness remaining.	14394	785	0	15	228		887	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	After firing the rifle and briefly illuminating the darkness, Adam continues to drift helplessly in the subterranean channel, contemplating his impending doom and the vastness of the unknown cavern he finds himself in.	14394	785	0	16	228	A group of friends on a yacht in the 1850s find a cylindrical metal object floating in the water. They open it to discover a manuscript detailing the adventures of a man named Adam More, who pleads for them to deliver the message and manuscript to his father in England. Adam recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew. They struggle to return to the ship through a blizzard, eventually finding themselves adrift on the ice. They spot a volcanic eruption on the desolate Antarctic continent and discover a lifeless body washed ashore. Continuing to drift, they encounter a group of repulsive native creatures and reach an impassable barrier of icy cliffs. Agnew considers going with them, while Adam remains suspicious. Adam is trapped with a group of repulsive cannibalistic creatures who have killed and are preparing to eat a dead body, while he anxiously waits for Agnew to return so they can escape together. Adam More, having lost his companion Agnew to the savages, flees for his life while being pursued, eventually finding himself adrift on a boat in a narrow, fast-flowing channel, resigned to his impending death. Adrift in darkness, the protagonist contemplates his impending death as he approaches a mysterious glowing red spot that may be his fiery demise.	887	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	The protagonist, adrift in a subterranean sea, hears the approach of a terrifying sea monster and manages to shoot at it before it disappears, leaving the protagonist relieved but still on guard for further attacks.	15280	822	0	16	260		886	H
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	After awakening from his deep sleep, the protagonist finds himself in a completely new and unfamiliar environment, facing new challenges and dangers in his quest for survival.	15280	822	0	17	260	A group of friends on a yacht in the 1850s find a cylindrical metal object floating in the water. They open it to discover a manuscript detailing the adventures of a man named Adam More, who pleads for them to deliver the message and manuscript to his father in England. Adam recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew. They struggle to return to the ship through a blizzard, eventually finding themselves adrift on the ice. They spot a volcanic eruption on the desolate Antarctic continent and discover a lifeless body washed ashore. Continuing to drift, they encounter a group of repulsive native creatures and reach an impassable barrier of icy cliffs. Agnew considers going with them, while Adam remains suspicious. Adam is trapped with a group of repulsive cannibalistic creatures who have killed and are preparing to eat a dead body, while he anxiously waits for Agnew to return so they can escape together. Adam More, having lost his companion Agnew to the savages, flees for his life while being pursued, eventually finding himself adrift on a boat in a narrow, fast-flowing channel, resigned to his impending death. Adrift in darkness, the protagonist contemplates his impending death as he approaches a mysterious glowing red spot that may be his fiery demise. Drifting deeper into darkness, the protagonist contemplates death and ponders the possibility of being trapped in a vast subterranean channel, with the glow of distant volcanoes fading away and only darkness remaining.	886	H
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	After a profound and troubled dream, the protagonist awakens to find himself surrounded by a bright, beautiful landscape with mountains, lush vegetation, and signs of human life, as well as an expansive, endless sea unlike anything he has ever seen before, leading him to question where he is and if he has been transported to the warm regions of the South Pacific Ocean.	16191	851	0	17	295		911	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	As the protagonist explores this new land, he encounters the inhabitants and learns about their civilization, customs, and the reason behind his miraculous deliverance.	16191	851	0	18	295	A group of friends on a yacht in the 1850s find a cylindrical metal object floating in the water. They open it to discover a manuscript detailing the adventures of a man named Adam More, who pleads for them to deliver the message and manuscript to his father in England. Adam recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew. They struggle to return to the ship through a blizzard, eventually finding themselves adrift on the ice. They spot a volcanic eruption on the desolate Antarctic continent and discover a lifeless body washed ashore. Continuing to drift, they encounter a group of repulsive native creatures and reach an impassable barrier of icy cliffs. Agnew considers going with them, while Adam remains suspicious. Adam is trapped with a group of repulsive cannibalistic creatures who have killed and are preparing to eat a dead body, while he anxiously waits for Agnew to return so they can escape together. Adam More, having lost his companion Agnew to the savages, flees for his life while being pursued, eventually finding himself adrift on a boat in a narrow, fast-flowing channel, resigned to his impending death. Adrift in darkness, the protagonist contemplates his impending death as he approaches a mysterious glowing red spot that may be his fiery demise. Drifting deeper into darkness, the protagonist contemplates death and ponders the possibility of being trapped in a vast subterranean channel, with the glow of distant volcanoes fading away and only darkness remaining. The protagonist, adrift in a subterranean sea, hears the approach of a terrifying sea monster and manages to shoot at it before it disappears, leaving the protagonist relieved but still on guard for further attacks.	911	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	The protagonist reaches the South Pole, a world of beauty and warmth, and decides to venture among the civilized people there despite his reservations, finally making contact with a galley approaching the shore.	17110	890	0	18	358		919	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	As Adam rows towards the approaching galley, he hopes that the people on board will be friendly and offer him food and shelter, but he also prepares himself for the possibility of being captured or enslaved.	17110	890	0	19	358	A group of friends on a yacht in the 1850s find a cylindrical metal object floating in the water. They open it to discover a manuscript detailing the adventures of a man named Adam More, who pleads for them to deliver the message and manuscript to his father in England. Adam recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew. They struggle to return to the ship through a blizzard, eventually finding themselves adrift on the ice. They spot a volcanic eruption on the desolate Antarctic continent and discover a lifeless body washed ashore. Continuing to drift, they encounter a group of repulsive native creatures and reach an impassable barrier of icy cliffs. Agnew considers going with them, while Adam remains suspicious. Adam is trapped with a group of repulsive cannibalistic creatures who have killed and are preparing to eat a dead body, while he anxiously waits for Agnew to return so they can escape together. Adam More, having lost his companion Agnew to the savages, flees for his life while being pursued, eventually finding himself adrift on a boat in a narrow, fast-flowing channel, resigned to his impending death. Adrift in darkness, the protagonist contemplates his impending death as he approaches a mysterious glowing red spot that may be his fiery demise. Drifting deeper into darkness, the protagonist contemplates death and ponders the possibility of being trapped in a vast subterranean channel, with the glow of distant volcanoes fading away and only darkness remaining. The protagonist, adrift in a subterranean sea, hears the approach of a terrifying sea monster and manages to shoot at it before it disappears, leaving the protagonist relieved but still on guard for further attacks. After a profound and troubled dream, the protagonist awakens to find himself surrounded by a bright, beautiful landscape with mountains, lush vegetation, and signs of human life, as well as an expansive, endless sea unlike anything he has ever seen before, leading him to question where he is and if he has been transported to the warm regions of the South Pacific Ocean.	919	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	The protagonist is rescued by a group of small-statured, gentle men on a galley, who show great curiosity and politeness towards him, leading him to a cabin where he is served food and drink, and then they proceed to wash his face and hands.	17998	933	0	19	391		888	sentence
