filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator and Driller have a conversation about Driller's jealousy and feelings of being passed over for a promotion.	6056	438	5	133	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator discusses the need for shot hole casing with Mr. Morris and discovers that things have changed, possibly leading to a complication in obtaining the casing.	6056	438	6	133	The narrator drives down a bumpy road in an oil field, arrives at Morris Pipe and Supply Company, and meets Mr. Morris' daughter who informs him that her father is out of town. The narrator explains to Norma, Mr. Morris' daughter, about his job in oil exploration and the need for shot hole casing, teaching her the difference between pipe and shot hole casing. The narrator agrees to stay and help Norma at the shop until supper time, and they have a playful conversation about moving a desk. The narrator and Driller talk about their relationship and the narrator's failed attempt to acquire shot hole casing, before going to bed for the night. The narrator and Driller confront Mr. Botts about his accusations of being swindled over the shooting rights to his land.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator argues with Mr. Morris about Amalgamated's control over the supply of shot hole casing and eventually convinces him to sell it secretly to him.	7059	517	6	152	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator arranges to meet Mr. Morris for a secret delivery of the shot hole casing in the middle of the night, and Norma tells the narrator that she can't meet him until the night after tomorrow.	7059	517	7	152	The narrator drives down a bumpy road in an oil field, arrives at Morris Pipe and Supply Company, and meets Mr. Morris' daughter who informs him that her father is out of town. The narrator explains to Norma, Mr. Morris' daughter, about his job in oil exploration and the need for shot hole casing, teaching her the difference between pipe and shot hole casing. The narrator agrees to stay and help Norma at the shop until supper time, and they have a playful conversation about moving a desk. The narrator and Driller talk about their relationship and the narrator's failed attempt to acquire shot hole casing, before going to bed for the night. The narrator and Driller confront Mr. Botts about his accusations of being swindled over the shooting rights to his land. The narrator and Driller have a conversation about Driller's jealousy and feelings of being passed over for a promotion.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator talks to Norma and makes plans to see a movie with her. He then observes Hiatus welding and has a conversation with Driller about the challenges they face with Amalgamated and Botts.	8061	595	7	178	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator goes to town to meet the sheriff and ascertain his allegiance, while also investigating the possibility of Jerome's collaboration with Amalgamated.	8061	595	8	178	The narrator drives down a bumpy road in an oil field, arrives at Morris Pipe and Supply Company, and meets Mr. Morris' daughter who informs him that her father is out of town. The narrator explains to Norma, Mr. Morris' daughter, about his job in oil exploration and the need for shot hole casing, teaching her the difference between pipe and shot hole casing. The narrator agrees to stay and help Norma at the shop until supper time, and they have a playful conversation about moving a desk. The narrator and Driller talk about their relationship and the narrator's failed attempt to acquire shot hole casing, before going to bed for the night. The narrator and Driller confront Mr. Botts about his accusations of being swindled over the shooting rights to his land. The narrator and Driller have a conversation about Driller's jealousy and feelings of being passed over for a promotion. The narrator argues with Mr. Morris about Amalgamated's control over the supply of shot hole casing and eventually convinces him to sell it secretly to him.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator feels overwhelmed by the responsibility of being the boss and expresses his attraction to Norma. The narrator is interrupted by Driller, who informs him that the casing has arrived and they start unloading it.	9072	667	8	212	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator inspects the casing and feels relieved. He plans to go to town for breakfast and deliver the casing to the home office himself. When he arrives at the shop, he finds Norma talking to Hiatus, and their playful interaction suggests a growing connection.	9072	667	9	212	The narrator drives down a bumpy road in an oil field, arrives at Morris Pipe and Supply Company, and meets Mr. Morris' daughter who informs him that her father is out of town. The narrator explains to Norma, Mr. Morris' daughter, about his job in oil exploration and the need for shot hole casing, teaching her the difference between pipe and shot hole casing. The narrator agrees to stay and help Norma at the shop until supper time, and they have a playful conversation about moving a desk. The narrator and Driller talk about their relationship and the narrator's failed attempt to acquire shot hole casing, before going to bed for the night. The narrator and Driller confront Mr. Botts about his accusations of being swindled over the shooting rights to his land. The narrator and Driller have a conversation about Driller's jealousy and feelings of being passed over for a promotion. The narrator argues with Mr. Morris about Amalgamated's control over the supply of shot hole casing and eventually convinces him to sell it secretly to him. The narrator talks to Norma and makes plans to see a movie with her. He then observes Hiatus welding and has a conversation with Driller about the challenges they face with Amalgamated and Botts.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	Norma introduces the narrator to Barney Lester, the party chief for Amalgamated, and there is tension as they size each other up and exchange pleasantries.	10081	744	9	248	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	Norma and the narrator engage in conversation after Lester leaves, and the narrator expresses his dislike for Lester. The narrator asks Norma if he can accompany Pete on his trip west, and Norma agrees, leaving the narrator hopeful for more than just a companionship.	10081	744	10	248	The narrator drives down a bumpy road in an oil field, arrives at Morris Pipe and Supply Company, and meets Mr. Morris' daughter who informs him that her father is out of town. The narrator explains to Norma, Mr. Morris' daughter, about his job in oil exploration and the need for shot hole casing, teaching her the difference between pipe and shot hole casing. The narrator agrees to stay and help Norma at the shop until supper time, and they have a playful conversation about moving a desk. The narrator and Driller talk about their relationship and the narrator's failed attempt to acquire shot hole casing, before going to bed for the night. The narrator and Driller confront Mr. Botts about his accusations of being swindled over the shooting rights to his land. The narrator and Driller have a conversation about Driller's jealousy and feelings of being passed over for a promotion. The narrator argues with Mr. Morris about Amalgamated's control over the supply of shot hole casing and eventually convinces him to sell it secretly to him. The narrator talks to Norma and makes plans to see a movie with her. He then observes Hiatus welding and has a conversation with Driller about the challenges they face with Amalgamated and Botts. The narrator feels overwhelmed by the responsibility of being the boss and expresses his attraction to Norma. The narrator is interrupted by Driller, who informs him that the casing has arrived and they start unloading it.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	Norma and the narrator have a playful conversation about movies while observing Mr. Morris, Pete, and Barney Lester in the yard.	11090	817	10	273	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator leaves for Dallas with Pete, while Driller expresses concern about Botts and Jerome's behavior.	11090	817	11	273	The narrator drives down a bumpy road in an oil field, arrives at Morris Pipe and Supply Company, and meets Mr. Morris' daughter who informs him that her father is out of town. The narrator explains to Norma, Mr. Morris' daughter, about his job in oil exploration and the need for shot hole casing, teaching her the difference between pipe and shot hole casing. The narrator agrees to stay and help Norma at the shop until supper time, and they have a playful conversation about moving a desk. The narrator and Driller talk about their relationship and the narrator's failed attempt to acquire shot hole casing, before going to bed for the night. The narrator and Driller confront Mr. Botts about his accusations of being swindled over the shooting rights to his land. The narrator and Driller have a conversation about Driller's jealousy and feelings of being passed over for a promotion. The narrator argues with Mr. Morris about Amalgamated's control over the supply of shot hole casing and eventually convinces him to sell it secretly to him. The narrator talks to Norma and makes plans to see a movie with her. He then observes Hiatus welding and has a conversation with Driller about the challenges they face with Amalgamated and Botts. The narrator feels overwhelmed by the responsibility of being the boss and expresses his attraction to Norma. The narrator is interrupted by Driller, who informs him that the casing has arrived and they start unloading it. Norma introduces the narrator to Barney Lester, the party chief for Amalgamated, and there is tension as they size each other up and exchange pleasantries.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator and Driller leave Morris Pipe and Supply Company in Jerome's pickup truck to go to town, but they end up in a terrible accident where the pipe they were transporting breaks loose and crashes into the cab. Pete, the driver, dies in the accident, leaving the narrator feeling shaken.	12093	890	11	294	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator and Driller investigate the accident, suspecting foul play due to the intact chains and boom tongs that held the pipe in place despite the accident.	12093	890	12	294	The narrator drives down a bumpy road in an oil field, arrives at Morris Pipe and Supply Company, and meets Mr. Morris' daughter who informs him that her father is out of town. The narrator explains to Norma, Mr. Morris' daughter, about his job in oil exploration and the need for shot hole casing, teaching her the difference between pipe and shot hole casing. The narrator agrees to stay and help Norma at the shop until supper time, and they have a playful conversation about moving a desk. The narrator and Driller talk about their relationship and the narrator's failed attempt to acquire shot hole casing, before going to bed for the night. The narrator and Driller confront Mr. Botts about his accusations of being swindled over the shooting rights to his land. The narrator and Driller have a conversation about Driller's jealousy and feelings of being passed over for a promotion. The narrator argues with Mr. Morris about Amalgamated's control over the supply of shot hole casing and eventually convinces him to sell it secretly to him. The narrator talks to Norma and makes plans to see a movie with her. He then observes Hiatus welding and has a conversation with Driller about the challenges they face with Amalgamated and Botts. The narrator feels overwhelmed by the responsibility of being the boss and expresses his attraction to Norma. The narrator is interrupted by Driller, who informs him that the casing has arrived and they start unloading it. Norma introduces the narrator to Barney Lester, the party chief for Amalgamated, and there is tension as they size each other up and exchange pleasantries. Norma and the narrator have a playful conversation about movies while observing Mr. Morris, Pete, and Barney Lester in the yard.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator suspects foul play when his co-worker Pete is killed in a truck accident, believing it was intentional.	13108	963	12	345	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator seeks help from the sheriff, who initially dismisses the idea of murder. However, the narrator convinces him to take the threat seriously and holds him responsible if anything happens to him.	13108	963	13	345	The narrator drives down a bumpy road in an oil field, arrives at Morris Pipe and Supply Company, and meets Mr. Morris' daughter who informs him that her father is out of town. The narrator explains to Norma, Mr. Morris' daughter, about his job in oil exploration and the need for shot hole casing, teaching her the difference between pipe and shot hole casing. The narrator agrees to stay and help Norma at the shop until supper time, and they have a playful conversation about moving a desk. The narrator and Driller talk about their relationship and the narrator's failed attempt to acquire shot hole casing, before going to bed for the night. The narrator and Driller confront Mr. Botts about his accusations of being swindled over the shooting rights to his land. The narrator and Driller have a conversation about Driller's jealousy and feelings of being passed over for a promotion. The narrator argues with Mr. Morris about Amalgamated's control over the supply of shot hole casing and eventually convinces him to sell it secretly to him. The narrator talks to Norma and makes plans to see a movie with her. He then observes Hiatus welding and has a conversation with Driller about the challenges they face with Amalgamated and Botts. The narrator feels overwhelmed by the responsibility of being the boss and expresses his attraction to Norma. The narrator is interrupted by Driller, who informs him that the casing has arrived and they start unloading it. Norma introduces the narrator to Barney Lester, the party chief for Amalgamated, and there is tension as they size each other up and exchange pleasantries. Norma and the narrator have a playful conversation about movies while observing Mr. Morris, Pete, and Barney Lester in the yard. The narrator and Driller leave Morris Pipe and Supply Company in Jerome's pickup truck to go to town, but they end up in a terrible accident where the pipe they were transporting breaks loose and crashes into the cab. Pete, the driver, dies in the accident, leaving the narrator feeling shaken.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator finds a threatening note in his pickup truck and shows it to the sheriff, who suggests he leave for his own safety, but the narrator refuses and decides to stay.	14118	1040	13	364	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator and Driller continue working despite the threat and plan to negotiate for water. However, upon returning to the location, they notice a car parked by the shack.	14118	1040	14	364	The narrator drives down a bumpy road in an oil field, arrives at Morris Pipe and Supply Company, and meets Mr. Morris' daughter who informs him that her father is out of town. The narrator explains to Norma, Mr. Morris' daughter, about his job in oil exploration and the need for shot hole casing, teaching her the difference between pipe and shot hole casing. The narrator agrees to stay and help Norma at the shop until supper time, and they have a playful conversation about moving a desk. The narrator and Driller talk about their relationship and the narrator's failed attempt to acquire shot hole casing, before going to bed for the night. The narrator and Driller confront Mr. Botts about his accusations of being swindled over the shooting rights to his land. The narrator and Driller have a conversation about Driller's jealousy and feelings of being passed over for a promotion. The narrator argues with Mr. Morris about Amalgamated's control over the supply of shot hole casing and eventually convinces him to sell it secretly to him. The narrator talks to Norma and makes plans to see a movie with her. He then observes Hiatus welding and has a conversation with Driller about the challenges they face with Amalgamated and Botts. The narrator feels overwhelmed by the responsibility of being the boss and expresses his attraction to Norma. The narrator is interrupted by Driller, who informs him that the casing has arrived and they start unloading it. Norma introduces the narrator to Barney Lester, the party chief for Amalgamated, and there is tension as they size each other up and exchange pleasantries. Norma and the narrator have a playful conversation about movies while observing Mr. Morris, Pete, and Barney Lester in the yard. The narrator and Driller leave Morris Pipe and Supply Company in Jerome's pickup truck to go to town, but they end up in a terrible accident where the pipe they were transporting breaks loose and crashes into the cab. Pete, the driver, dies in the accident, leaving the narrator feeling shaken. The narrator suspects foul play when his co-worker Pete is killed in a truck accident, believing it was intentional.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	Sheriff Cartom arrives to question the narrator and Driller about their activities, suspicious of their involvement in the recent murder of the night watchman.	15121	1110	14	396	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The sheriff investigates the murder, delving into the narrator's past and searching for evidence that could implicate him or Driller.	15121	1110	15	396	The narrator drives down a bumpy road in an oil field, arrives at Morris Pipe and Supply Company, and meets Mr. Morris' daughter who informs him that her father is out of town. The narrator explains to Norma, Mr. Morris' daughter, about his job in oil exploration and the need for shot hole casing, teaching her the difference between pipe and shot hole casing. The narrator agrees to stay and help Norma at the shop until supper time, and they have a playful conversation about moving a desk. The narrator and Driller talk about their relationship and the narrator's failed attempt to acquire shot hole casing, before going to bed for the night. The narrator and Driller confront Mr. Botts about his accusations of being swindled over the shooting rights to his land. The narrator and Driller have a conversation about Driller's jealousy and feelings of being passed over for a promotion. The narrator argues with Mr. Morris about Amalgamated's control over the supply of shot hole casing and eventually convinces him to sell it secretly to him. The narrator talks to Norma and makes plans to see a movie with her. He then observes Hiatus welding and has a conversation with Driller about the challenges they face with Amalgamated and Botts. The narrator feels overwhelmed by the responsibility of being the boss and expresses his attraction to Norma. The narrator is interrupted by Driller, who informs him that the casing has arrived and they start unloading it. Norma introduces the narrator to Barney Lester, the party chief for Amalgamated, and there is tension as they size each other up and exchange pleasantries. Norma and the narrator have a playful conversation about movies while observing Mr. Morris, Pete, and Barney Lester in the yard. The narrator and Driller leave Morris Pipe and Supply Company in Jerome's pickup truck to go to town, but they end up in a terrible accident where the pipe they were transporting breaks loose and crashes into the cab. Pete, the driver, dies in the accident, leaving the narrator feeling shaken. The narrator suspects foul play when his co-worker Pete is killed in a truck accident, believing it was intentional. The narrator finds a threatening note in his pickup truck and shows it to the sheriff, who suggests he leave for his own safety, but the narrator refuses and decides to stay.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The sheriff questions the narrator and his colleague about their potential involvement in a murder, suggesting the narrator may have caused the truck accident that killed his coworker. After the sheriff leaves, the narrator is relieved to see Norma, who came to visit him, and they express their feelings for each other.	16134	1187	15	104	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	Norma and the narrator investigate the connection between the murders and the shop where they worked, discovering that someone at the shop is involved in criminal activities and putting their own lives at risk.	16134	1187	16	104	The narrator, who works in oil exploration, meets Norma, Mr. Morris' daughter, at Morris Pipe and Supply Company. The narrator helps Norma at the shop and they develop a playful relationship. The narrator argues with Mr. Morris about the supply of shot hole casing and convinces him to secretly sell it. The narrator becomes attracted to Norma and plans to see a movie with her. However, things take a dark turn when the narrator's coworker dies in a truck accident, and the narrator suspects foul play. The sheriff questions the narrator and his colleague about their activities and their potential involvement in a murder.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator tries to obtain water for drilling from two neighboring landowners, but both refuse, leaving the narrator frustrated and anxious about the situation.	17151	1266	16	156	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator contemplates alternative ways to obtain water for drilling, while worrying about the mysterious letter addressed to him and its unsettling connection to a previous note found in the pickup glove compartment.	17151	1266	17	156	The narrator, who works in oil exploration, meets Norma, Mr. Morris' daughter, at Morris Pipe and Supply Company. The narrator helps Norma at the shop and they develop a playful relationship. The narrator argues with Mr. Morris about the supply of shot hole casing and convinces him to secretly sell it. The narrator becomes attracted to Norma and plans to see a movie with her. However, things take a dark turn when the narrator's coworker dies in a truck accident, and the narrator suspects foul play. The sheriff questions the narrator and his colleague about their activities and their potential involvement in a murder. The sheriff questions the narrator and his colleague about their potential involvement in a murder, suggesting the narrator may have caused the truck accident that killed his coworker. After the sheriff leaves, the narrator is relieved to see Norma, who came to visit him, and they express their feelings for each other.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator receives a threatening letter and goes to the sheriff's office to report it, but the sheriff suspects that the narrator might be the one behind the notes.	18169	1347	17	180	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The sheriff continues to suspect the narrator, while the narrator tries to prove his innocence and find the true identity of the person threatening him.	18169	1347	18	180	The narrator, who works in oil exploration, meets Norma, Mr. Morris' daughter, at Morris Pipe and Supply Company. The narrator helps Norma at the shop and they develop a playful relationship. The narrator argues with Mr. Morris about the supply of shot hole casing and convinces him to secretly sell it. The narrator becomes attracted to Norma and plans to see a movie with her. However, things take a dark turn when the narrator's coworker dies in a truck accident, and the narrator suspects foul play. The sheriff questions the narrator and his colleague about their activities and their potential involvement in a murder. The sheriff questions the narrator and his colleague about their potential involvement in a murder, suggesting the narrator may have caused the truck accident that killed his coworker. After the sheriff leaves, the narrator is relieved to see Norma, who came to visit him, and they express their feelings for each other. The narrator tries to obtain water for drilling from two neighboring landowners, but both refuse, leaving the narrator frustrated and anxious about the situation.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator returns to the shack after failing to obtain water for drilling, and shares the news with Driller and Jerome. He shows them a threatening note he received and expresses his determination to uncover the person behind it. Jerome suggests that the narrator might be responsible for the truck accident and the murder of Pete, causing tension and suspicion among the group.	19177	1420	18	209	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator investigates the threats and ongoing suspicion, confronting Jerome about his accusations and gathering evidence to prove his innocence. He grows increasingly determined to unmask the real culprit and ensure his own safety.	19177	1420	19	209	The narrator, who works in oil exploration, meets Norma, Mr. Morris' daughter, at Morris Pipe and Supply Company. The narrator helps Norma at the shop and they develop a playful relationship. The narrator argues with Mr. Morris about the supply of shot hole casing and convinces him to secretly sell it. The narrator becomes attracted to Norma and plans to see a movie with her. However, things take a dark turn when the narrator's coworker dies in a truck accident, and the narrator suspects foul play. The sheriff questions the narrator and his colleague about their activities and their potential involvement in a murder. The sheriff questions the narrator and his colleague about their potential involvement in a murder, suggesting the narrator may have caused the truck accident that killed his coworker. After the sheriff leaves, the narrator is relieved to see Norma, who came to visit him, and they express their feelings for each other. The narrator tries to obtain water for drilling from two neighboring landowners, but both refuse, leaving the narrator frustrated and anxious about the situation. The narrator receives a threatening letter and goes to the sheriff's office to report it, but the sheriff suspects that the narrator might be the one behind the notes.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator and Driller discuss the possibility that the sheriff and Barney Lester may be plotting against them, while also worrying about their inability to obtain water and shot hole casing for drilling.	20196	1496	19	272	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator confronts Barney Lester and asserts his determination to continue drilling, despite their difficulties. Barney Lester questions the narrator's commitment, but the narrator remains steadfast in his resolve.	20196	1496	20	272	The narrator, who works in oil exploration, meets Norma, Mr. Morris' daughter, at Morris Pipe and Supply Company. The narrator helps Norma at the shop and they develop a playful relationship. The narrator argues with Mr. Morris about the supply of shot hole casing and convinces him to secretly sell it. The narrator becomes attracted to Norma and plans to see a movie with her. However, things take a dark turn when the narrator's coworker dies in a truck accident, and the narrator suspects foul play. The sheriff questions the narrator and his colleague about their activities and their potential involvement in a murder. The sheriff questions the narrator and his colleague about their potential involvement in a murder, suggesting the narrator may have caused the truck accident that killed his coworker. After the sheriff leaves, the narrator is relieved to see Norma, who came to visit him, and they express their feelings for each other. The narrator tries to obtain water for drilling from two neighboring landowners, but both refuse, leaving the narrator frustrated and anxious about the situation. The narrator receives a threatening letter and goes to the sheriff's office to report it, but the sheriff suspects that the narrator might be the one behind the notes. The narrator returns to the shack after failing to obtain water for drilling, and shares the news with Driller and Jerome. He shows them a threatening note he received and expresses his determination to uncover the person behind it. Jerome suggests that the narrator might be responsible for the truck accident and the murder of Pete, causing tension and suspicion among the group.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator confronts Lester about his involvement in the deaths of Pete and the night watchman, accusing him of murder. Driller intervenes to defuse the tense situation, but the narrator continues to press Lester for answers.	21206	1581	20	305	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	Jerome's abnormal reaction to Lester's presence raises suspicion, and the narrator and Driller confront him about his connection to Lester. Jerome denies any involvement, but is pressed to reveal the truth.	21206	1581	21	305	The narrator, who works in oil exploration, meets Norma, Mr. Morris' daughter, at Morris Pipe and Supply Company. The narrator helps Norma at the shop and they develop a playful relationship. The narrator argues with Mr. Morris about the supply of shot hole casing and convinces him to secretly sell it. The narrator becomes attracted to Norma and plans to see a movie with her. However, things take a dark turn when the narrator's coworker dies in a truck accident, and the narrator suspects foul play. The sheriff questions the narrator and his colleague about their activities and their potential involvement in a murder. The sheriff questions the narrator and his colleague about their potential involvement in a murder, suggesting the narrator may have caused the truck accident that killed his coworker. After the sheriff leaves, the narrator is relieved to see Norma, who came to visit him, and they express their feelings for each other. The narrator tries to obtain water for drilling from two neighboring landowners, but both refuse, leaving the narrator frustrated and anxious about the situation. The narrator receives a threatening letter and goes to the sheriff's office to report it, but the sheriff suspects that the narrator might be the one behind the notes. The narrator returns to the shack after failing to obtain water for drilling, and shares the news with Driller and Jerome. He shows them a threatening note he received and expresses his determination to uncover the person behind it. Jerome suggests that the narrator might be responsible for the truck accident and the murder of Pete, causing tension and suspicion among the group. The narrator and Driller discuss the possibility that the sheriff and Barney Lester may be plotting against them, while also worrying about their inability to obtain water and shot hole casing for drilling.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator confronts Jerome about his connection with Lester and punches him in anger, forcing Jerome to reveal that he used to work for Lester and had stolen information from his previous job before being fired.	22219	1661	21	341	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	prediction	The narrator confronts Jerome, demanding information about his connection with Lester and using the threat of exposing his past to gain leverage.	22219	1661	22	341	The narrator, who works in oil exploration, meets Norma, Mr. Morris' daughter, at Morris Pipe and Supply Company. The narrator helps Norma at the shop and they develop a playful relationship. The narrator argues with Mr. Morris about the supply of shot hole casing and convinces him to secretly sell it. The narrator becomes attracted to Norma and plans to see a movie with her. However, things take a dark turn when the narrator's coworker dies in a truck accident, and the narrator suspects foul play. The sheriff questions the narrator and his colleague about their activities and their potential involvement in a murder. The sheriff questions the narrator and his colleague about their potential involvement in a murder, suggesting the narrator may have caused the truck accident that killed his coworker. After the sheriff leaves, the narrator is relieved to see Norma, who came to visit him, and they express their feelings for each other. The narrator tries to obtain water for drilling from two neighboring landowners, but both refuse, leaving the narrator frustrated and anxious about the situation. The narrator receives a threatening letter and goes to the sheriff's office to report it, but the sheriff suspects that the narrator might be the one behind the notes. The narrator returns to the shack after failing to obtain water for drilling, and shares the news with Driller and Jerome. He shows them a threatening note he received and expresses his determination to uncover the person behind it. Jerome suggests that the narrator might be responsible for the truck accident and the murder of Pete, causing tension and suspicion among the group. The narrator and Driller discuss the possibility that the sheriff and Barney Lester may be plotting against them, while also worrying about their inability to obtain water and shot hole casing for drilling. The narrator confronts Lester about his involvement in the deaths of Pete and the night watchman, accusing him of murder. Driller intervenes to defuse the tense situation, but the narrator continues to press Lester for answers.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-0.5	summary	The narrator confronts Jerome about his connection with Lester and punches him in anger, causing tension and suspicion among the group, ultimately leading to Jerome, Cal, and Bailey leaving the crew.	23221	1740	22	377	
