filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Molly infiltrate the Sense/Net building using their hacking and physical skills, causing chaos and confusion among the employees and security systems.	19152	1177	18
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Molly successfully retrieve the Flatline's construct from the Sense/Net research library, but encounter unexpected resistance and must fight their way out.	19152	1177	19
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Molly infiltrate the Sense/Net building, causing chaos and confusion among the employees and security systems, while Case experiences a painful and disorienting shift between the matrix and the real world.	20156	1252	19
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly retrieves the Dixie Flatline's construct from the library, and Case successfully hacks into the Sense/Net system to cover their tracks and make it difficult for the company to discover the theft.	20156	1252	20
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly retrieves the blackbox from the elevator and removes the derm from the guard's neck before they leave the building, witnessing chaos and panic among the Sense/Net employees and encountering the Panther Moderns.	21161	1321	20
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case meet with Lupus Yonderboy, the leader of the Panther Moderns, who assures them that Molly is with her medical team and they will watch out for her. Case, feeling disconnected and sick, walks the streets of the Sprawl and encounters Yonderboy again, who delivers a message from Wintermute.	21161	1321	21
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case meets Molly at a medical facility in Baltimore, where she receives treatment for her injured leg. They then travel to New York and meet with the Finn, who provides them with information about an AI called Wintermute that is backing Armitage.	22167	1382	21
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case discuss Wintermute's involvement with Armitage and Tessier-Ashpool S.A., while the Finn begins to tell them a story about Smith's request for information about the Tessier-Ashpool clan, which leads to the discovery of an intricately worked bust.	22167	1382	22
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Smith discovers that the computer terminal brought to him by Jimmy was commissioned by Tessier-Ashpool S.A., and a ninja assassin visits Smith to retrieve the object. Smith hands over the terminal and receives payment from the assassin.	23181	1446	22
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	The Finn reveals Tessier-Ashpool S.A.'s secretive nature and their cryogenic setup, while Molly gives Case grid coordinates and entry codes for a separate job in London, instructing him to crack it.	23181	1446	23
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case rides a train and notices a holographic ad for Freeside, but is intrigued when he sees the T-A sigil on it. He returns to his loft and reminisces about the Flatline, then connects to the construct and communicates with Dix. With Dix's help, Case accesses a London data base.	24183	1506	23
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Dix explore the London data base, uncovering crucial details about their mission and the involvement of Wintermute, the AI. They realize the true complexity and danger of their task.	24183	1506	24
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case uses his Hosaka to scan and sift through video recordings of postwar military trials, discovering the central figure to be Colonel Willis Corto, who had a traumatic past involving a failed mission and subsequent involvement in various criminal activities.	25186	1566	24
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Molly receive a call from Armitage, who informs them that they are going to Istanbul that night.	25186	1566	25
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly and Case prepare to leave Istanbul and head to their hotel room where they discuss their next moves and encounter Terzibashjian, who brings them coffee and sweets.	26189	1635	25
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Terzibashjian reveals important information to Molly and Case about their mission, leading them to make a crucial decision.	26189	1635	26
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Molly confronts Terzibashjian, a man who has information about their target's whereabouts and implants, and threatens him with a gun. They discuss the target's dangerous abilities and the drugs he uses. They then enter the spice bazaar and continue their search.	27204	1701	26
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case confront their target in the spice bazaar, learning more about his abilities and the drugs he uses. They devise a plan to neutralize him and retrieve the necessary information for their mission.	27204	1701	27
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Molly, along with Terzibashjian, encounter a grotesque and monstrous figure that kills Riviera. Molly retrieves a pistol and they escape the scene, leaving Terzibashjian behind. They then head to Topkapi, where Molly reveals information about Terzibashjian and they discuss the Corto story.	28205	1766	27
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Molly arrive at Topkapi, discussing the Corto story and Wintermute's possible involvement. They explore the museum and plan their next moves.	28205	1766	28
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Molly discuss Armitage and the job they are involved in, while Case experiences a hallucinatory vision in cyberspace.	29219	1846	28
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Molly continue their mission, facing challenges and encountering unexpected obstacles.	29219	1846	29
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and his team, including Riviera and Armitage, are on a flight to Paris, where they discuss their plans and encounter some tension between Molly and Riviera.	30248	1912	29
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and his team arrive at Zion cluster, a colony founded by workers who refused to return, and they prepare for their next move. Molly confronts Riviera, threatening him and expressing her distrust, which could potentially jeopardize their mission.	30248	1912	30
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case, Molly, and the rest of the team arrive in Zion, a makeshift colony in space, where they acclimate to zero gravity and prepare for their upcoming mission.	31257	1983	30
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Molly practice and acclimate to zero gravity in Zion while Armitage briefs them on their mission. Riviera remains in a drug-induced state, causing concern.	31257	1983	31
