filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Perry Mason goes to the telegraph company to obtain the address of the sender of a telegram, then takes a cab to the Colemont Apartments where he meets Gregory Moxley.	8089	482	7	234	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Perry Mason confronts Gregory Moxley about his connection to Rhoda and their appointment, leading to a tense conversation between them.	8089	482	8	234	The woman, Helen Crocker, visits lawyer Perry Mason to seek his help in collecting her friend's life insurance after her husband's disappearance and to inquire about her friend's right to remarry without a divorce. Helen Crocker visits lawyer Perry Mason to seek information on behalf of her friend, but Mason insists that her friend must come in person to discuss the matter. Perry Mason realizes that the woman who came to seek his help has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, Paul Drake, a detective, arrives at Mason's office and informs him that a man was tailing the woman who just left. The detective, Paul Drake, informs Perry Mason that a man was tailing the woman who had just left Mason's office. Perry Mason finds a purse left behind by a woman who visited his office, and he proceeds to inventory its contents. Perry Mason questions Nell Brinley about her involvement with R. Montaine and the telegram, revealing that he is not a detective but a friend of Rhoda's. Perry Mason makes a phone call from a candy store to his secretary, Della Street, instructing her to contact Nell Brinley and give her a fake message from Gregory. He also asks Della to gather information about Rhoda Montaine's marriage license and to have Paul Drake investigate the addresses and phone number associated with Montaine.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Perry Mason confronts Gregory Moxley about his connection to Rhoda Montaine and his intentions towards her, leading to a tense exchange between the two.	9103	539	8	264	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Perry Mason confronts Gregory Moxley about Rhoda Montaine and her marriage, leading to a tense exchange. Perry continues to press Moxley for information, while Moxley becomes increasingly hostile. A phone call interrupts their conversation, and Perry tries to speak with Rhoda on the phone.	9103	539	9	264	The woman, Helen Crocker, visits lawyer Perry Mason to seek his help in collecting her friend's life insurance after her husband's disappearance and to inquire about her friend's right to remarry without a divorce. Helen Crocker visits lawyer Perry Mason to seek information on behalf of her friend, but Mason insists that her friend must come in person to discuss the matter. Perry Mason realizes that the woman who came to seek his help has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, Paul Drake, a detective, arrives at Mason's office and informs him that a man was tailing the woman who just left. The detective, Paul Drake, informs Perry Mason that a man was tailing the woman who had just left Mason's office. Perry Mason finds a purse left behind by a woman who visited his office, and he proceeds to inventory its contents. Perry Mason questions Nell Brinley about her involvement with R. Montaine and the telegram, revealing that he is not a detective but a friend of Rhoda's. Perry Mason makes a phone call from a candy store to his secretary, Della Street, instructing her to contact Nell Brinley and give her a fake message from Gregory. He also asks Della to gather information about Rhoda Montaine's marriage license and to have Paul Drake investigate the addresses and phone number associated with Montaine. Perry Mason goes to the telegraph company to obtain the address of the sender of a telegram, then takes a cab to the Colemont Apartments where he meets Gregory Moxley.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Perry Mason confronts Gregory Moxley about his involvement with Rhoda Montaine, then leaves and calls his secretary for an update on their investigation.	10129	600	9	288	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Perry Mason gathers more information about Rhoda Montaine and her connections, while also trying to understand Gregory Moxley's role in the case.	10129	600	10	288	The woman, Helen Crocker, visits lawyer Perry Mason to seek his help in collecting her friend's life insurance after her husband's disappearance and to inquire about her friend's right to remarry without a divorce. Helen Crocker visits lawyer Perry Mason to seek information on behalf of her friend, but Mason insists that her friend must come in person to discuss the matter. Perry Mason realizes that the woman who came to seek his help has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, Paul Drake, a detective, arrives at Mason's office and informs him that a man was tailing the woman who just left. The detective, Paul Drake, informs Perry Mason that a man was tailing the woman who had just left Mason's office. Perry Mason finds a purse left behind by a woman who visited his office, and he proceeds to inventory its contents. Perry Mason questions Nell Brinley about her involvement with R. Montaine and the telegram, revealing that he is not a detective but a friend of Rhoda's. Perry Mason makes a phone call from a candy store to his secretary, Della Street, instructing her to contact Nell Brinley and give her a fake message from Gregory. He also asks Della to gather information about Rhoda Montaine's marriage license and to have Paul Drake investigate the addresses and phone number associated with Montaine. Perry Mason goes to the telegraph company to obtain the address of the sender of a telegram, then takes a cab to the Colemont Apartments where he meets Gregory Moxley. Perry Mason confronts Gregory Moxley about his connection to Rhoda Montaine and his intentions towards her, leading to a tense exchange between the two.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Perry Mason informs Mrs. Montaine that if her first husband, Gregory Moxley, is alive, her current marriage is voidable, causing her great distress.	11132	669	10	311	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Mrs. Montaine reveals the truth about her first marriage to Perry Mason and seeks his help in dealing with the situation.	11132	669	11	311	The woman, Helen Crocker, visits lawyer Perry Mason to seek his help in collecting her friend's life insurance after her husband's disappearance and to inquire about her friend's right to remarry without a divorce. Helen Crocker visits lawyer Perry Mason to seek information on behalf of her friend, but Mason insists that her friend must come in person to discuss the matter. Perry Mason realizes that the woman who came to seek his help has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, Paul Drake, a detective, arrives at Mason's office and informs him that a man was tailing the woman who just left. The detective, Paul Drake, informs Perry Mason that a man was tailing the woman who had just left Mason's office. Perry Mason finds a purse left behind by a woman who visited his office, and he proceeds to inventory its contents. Perry Mason questions Nell Brinley about her involvement with R. Montaine and the telegram, revealing that he is not a detective but a friend of Rhoda's. Perry Mason makes a phone call from a candy store to his secretary, Della Street, instructing her to contact Nell Brinley and give her a fake message from Gregory. He also asks Della to gather information about Rhoda Montaine's marriage license and to have Paul Drake investigate the addresses and phone number associated with Montaine. Perry Mason goes to the telegraph company to obtain the address of the sender of a telegram, then takes a cab to the Colemont Apartments where he meets Gregory Moxley. Perry Mason confronts Gregory Moxley about his connection to Rhoda Montaine and his intentions towards her, leading to a tense exchange between the two. Perry Mason confronts Gregory Moxley about his involvement with Rhoda Montaine, then leaves and calls his secretary for an update on their investigation.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Perry Mason tries to get the woman, Helen Crocker, to confide in him about something horrible she is keeping from him, but she refuses. She promises to come to his office the next morning, and they part ways.	12176	736	11	334	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Helen Crocker arrives at Perry Mason's office the next morning and confesses to a crime, seeking his assistance in clearing her name.	12176	736	12	334	The woman, Helen Crocker, visits lawyer Perry Mason to seek his help in collecting her friend's life insurance after her husband's disappearance and to inquire about her friend's right to remarry without a divorce. Helen Crocker visits lawyer Perry Mason to seek information on behalf of her friend, but Mason insists that her friend must come in person to discuss the matter. Perry Mason realizes that the woman who came to seek his help has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, Paul Drake, a detective, arrives at Mason's office and informs him that a man was tailing the woman who just left. The detective, Paul Drake, informs Perry Mason that a man was tailing the woman who had just left Mason's office. Perry Mason finds a purse left behind by a woman who visited his office, and he proceeds to inventory its contents. Perry Mason questions Nell Brinley about her involvement with R. Montaine and the telegram, revealing that he is not a detective but a friend of Rhoda's. Perry Mason makes a phone call from a candy store to his secretary, Della Street, instructing her to contact Nell Brinley and give her a fake message from Gregory. He also asks Della to gather information about Rhoda Montaine's marriage license and to have Paul Drake investigate the addresses and phone number associated with Montaine. Perry Mason goes to the telegraph company to obtain the address of the sender of a telegram, then takes a cab to the Colemont Apartments where he meets Gregory Moxley. Perry Mason confronts Gregory Moxley about his connection to Rhoda Montaine and his intentions towards her, leading to a tense exchange between the two. Perry Mason confronts Gregory Moxley about his involvement with Rhoda Montaine, then leaves and calls his secretary for an update on their investigation. Perry Mason informs Mrs. Montaine that if her first husband, Gregory Moxley, is alive, her current marriage is voidable, causing her great distress.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Perry Mason reads a newspaper article about the murder of Gregory Moxley, a notorious confidence man, and learns that the possible assailant may have been a woman.	13229	774	12	372	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Perry Mason investigates further into the murder of Gregory Moxley and discovers a connection between Moxley and Rhoda, the woman he had been questioning earlier. He suspects that Rhoda may have been involved in the murder and sets out to gather more evidence to prove his theory.	13229	774	13	372	The woman, Helen Crocker, visits lawyer Perry Mason to seek his help in collecting her friend's life insurance after her husband's disappearance and to inquire about her friend's right to remarry without a divorce. Helen Crocker visits lawyer Perry Mason to seek information on behalf of her friend, but Mason insists that her friend must come in person to discuss the matter. Perry Mason realizes that the woman who came to seek his help has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, Paul Drake, a detective, arrives at Mason's office and informs him that a man was tailing the woman who just left. The detective, Paul Drake, informs Perry Mason that a man was tailing the woman who had just left Mason's office. Perry Mason finds a purse left behind by a woman who visited his office, and he proceeds to inventory its contents. Perry Mason questions Nell Brinley about her involvement with R. Montaine and the telegram, revealing that he is not a detective but a friend of Rhoda's. Perry Mason makes a phone call from a candy store to his secretary, Della Street, instructing her to contact Nell Brinley and give her a fake message from Gregory. He also asks Della to gather information about Rhoda Montaine's marriage license and to have Paul Drake investigate the addresses and phone number associated with Montaine. Perry Mason goes to the telegraph company to obtain the address of the sender of a telegram, then takes a cab to the Colemont Apartments where he meets Gregory Moxley. Perry Mason confronts Gregory Moxley about his connection to Rhoda Montaine and his intentions towards her, leading to a tense exchange between the two. Perry Mason confronts Gregory Moxley about his involvement with Rhoda Montaine, then leaves and calls his secretary for an update on their investigation. Perry Mason informs Mrs. Montaine that if her first husband, Gregory Moxley, is alive, her current marriage is voidable, causing her great distress. Perry Mason tries to get the woman, Helen Crocker, to confide in him about something horrible she is keeping from him, but she refuses. She promises to come to his office the next morning, and they part ways.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	A man named Carl Montaine visits Perry Mason's office and reveals that his wife is going to be accused of a murder, but insists that she is innocent and being manipulated by someone else.	14235	833	13	399	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Perry Mason listens to Carl Montaine's plea for help and agrees to take on his wife's case, vowing to uncover the truth and save her from the impending accusations.	14235	833	14	399	The woman, Helen Crocker, visits lawyer Perry Mason to seek his help in collecting her friend's life insurance after her husband's disappearance and to inquire about her friend's right to remarry without a divorce. Helen Crocker visits lawyer Perry Mason to seek information on behalf of her friend, but Mason insists that her friend must come in person to discuss the matter. Perry Mason realizes that the woman who came to seek his help has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, Paul Drake, a detective, arrives at Mason's office and informs him that a man was tailing the woman who just left. The detective, Paul Drake, informs Perry Mason that a man was tailing the woman who had just left Mason's office. Perry Mason finds a purse left behind by a woman who visited his office, and he proceeds to inventory its contents. Perry Mason questions Nell Brinley about her involvement with R. Montaine and the telegram, revealing that he is not a detective but a friend of Rhoda's. Perry Mason makes a phone call from a candy store to his secretary, Della Street, instructing her to contact Nell Brinley and give her a fake message from Gregory. He also asks Della to gather information about Rhoda Montaine's marriage license and to have Paul Drake investigate the addresses and phone number associated with Montaine. Perry Mason goes to the telegraph company to obtain the address of the sender of a telegram, then takes a cab to the Colemont Apartments where he meets Gregory Moxley. Perry Mason confronts Gregory Moxley about his connection to Rhoda Montaine and his intentions towards her, leading to a tense exchange between the two. Perry Mason confronts Gregory Moxley about his involvement with Rhoda Montaine, then leaves and calls his secretary for an update on their investigation. Perry Mason informs Mrs. Montaine that if her first husband, Gregory Moxley, is alive, her current marriage is voidable, causing her great distress. Perry Mason tries to get the woman, Helen Crocker, to confide in him about something horrible she is keeping from him, but she refuses. She promises to come to his office the next morning, and they part ways. Perry Mason reads a newspaper article about the murder of Gregory Moxley, a notorious confidence man, and learns that the possible assailant may have been a woman.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Carl Montaine, the son of a wealthy man, confesses to Perry Mason that he married his nurse, Rhoda Lorton, without informing his father, and shows Mason a key that may be connected to a murder.	15239	899	14	433	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Perry Mason questions Carl Montaine about the key and the attempted drugging, then plans to confront Rhoda Lorton to uncover the truth about the murder.	15239	899	15	433	The woman, Helen Crocker, visits lawyer Perry Mason to seek his help in collecting her friend's life insurance after her husband's disappearance and to inquire about her friend's right to remarry without a divorce. Helen Crocker visits lawyer Perry Mason to seek information on behalf of her friend, but Mason insists that her friend must come in person to discuss the matter. Perry Mason realizes that the woman who came to seek his help has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, Paul Drake, a detective, arrives at Mason's office and informs him that a man was tailing the woman who just left. The detective, Paul Drake, informs Perry Mason that a man was tailing the woman who had just left Mason's office. Perry Mason finds a purse left behind by a woman who visited his office, and he proceeds to inventory its contents. Perry Mason questions Nell Brinley about her involvement with R. Montaine and the telegram, revealing that he is not a detective but a friend of Rhoda's. Perry Mason makes a phone call from a candy store to his secretary, Della Street, instructing her to contact Nell Brinley and give her a fake message from Gregory. He also asks Della to gather information about Rhoda Montaine's marriage license and to have Paul Drake investigate the addresses and phone number associated with Montaine. Perry Mason goes to the telegraph company to obtain the address of the sender of a telegram, then takes a cab to the Colemont Apartments where he meets Gregory Moxley. Perry Mason confronts Gregory Moxley about his connection to Rhoda Montaine and his intentions towards her, leading to a tense exchange between the two. Perry Mason confronts Gregory Moxley about his involvement with Rhoda Montaine, then leaves and calls his secretary for an update on their investigation. Perry Mason informs Mrs. Montaine that if her first husband, Gregory Moxley, is alive, her current marriage is voidable, causing her great distress. Perry Mason tries to get the woman, Helen Crocker, to confide in him about something horrible she is keeping from him, but she refuses. She promises to come to his office the next morning, and they part ways. Perry Mason reads a newspaper article about the murder of Gregory Moxley, a notorious confidence man, and learns that the possible assailant may have been a woman. A man named Carl Montaine visits Perry Mason's office and reveals that his wife is going to be accused of a murder, but insists that she is innocent and being manipulated by someone else.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Montaine tells Perry Mason that his wife tried to drug him by putting Ipral tablets in his hot chocolate, but he pretended to drink it and observed her leaving the house late at night.	16274	943	15	186	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Perry Mason investigates Montaine's wife's actions and their possible connection to the murder case.	16274	943	16	186	Helen Crocker seeks Perry Mason's help in collecting her friend's life insurance and inquiring about her friend's right to remarry without a divorce. Perry Mason realizes that Helen has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, detective Paul Drake informs Mason that a man was following Helen. Mason finds a purse left behind by a woman who visited his office and begins investigating. He questions Nell Brinley about her involvement with Rhoda Montaine and discovers that Gregory Moxley, Rhoda's first husband, may still be alive. Mason confronts Gregory about his connection to Rhoda, leading to a tense exchange. Mason later informs Rhoda that her current marriage may be voidable if Gregory is alive, causing her distress. Helen promises to visit Mason the next morning, and he reads a newspaper article about Gregory's murder, suspecting a woman may be involved. Carl Montaine visits Mason and reveals that his wife is being manipulated and falsely accused of murder. He confesses to marrying Rhoda without his father's knowledge and shows Mason a key that may be connected to the crime.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Montaine confesses to Perry Mason that his wife, who is friendly with a doctor named Millsap, went out in the middle of the night and returned drugged, leading Montaine to suspect she met with Millsap.	17293	983	16	220	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Perry Mason investigates Montaine's wife's activities and her connection to Millsap, potentially revealing crucial information about the murder case.	17293	983	17	220	Helen Crocker seeks Perry Mason's help in collecting her friend's life insurance and inquiring about her friend's right to remarry without a divorce. Perry Mason realizes that Helen has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, detective Paul Drake informs Mason that a man was following Helen. Mason finds a purse left behind by a woman who visited his office and begins investigating. He questions Nell Brinley about her involvement with Rhoda Montaine and discovers that Gregory Moxley, Rhoda's first husband, may still be alive. Mason confronts Gregory about his connection to Rhoda, leading to a tense exchange. Mason later informs Rhoda that her current marriage may be voidable if Gregory is alive, causing her distress. Helen promises to visit Mason the next morning, and he reads a newspaper article about Gregory's murder, suspecting a woman may be involved. Carl Montaine visits Mason and reveals that his wife is being manipulated and falsely accused of murder. He confesses to marrying Rhoda without his father's knowledge and shows Mason a key that may be connected to the crime. Montaine tells Perry Mason that his wife tried to drug him by putting Ipral tablets in his hot chocolate, but he pretended to drink it and observed her leaving the house late at night.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Carl Montaine tells Perry Mason about his suspicions regarding his wife's involvement in a murder and her connection to Doctor Millsap.	18306	1034	17	255	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Carl Montaine insists on notifying the police about the garage key and his suspicions against Doctor Millsap, despite Perry Mason's advice to confront his wife first.	18306	1034	18	255	Helen Crocker seeks Perry Mason's help in collecting her friend's life insurance and inquiring about her friend's right to remarry without a divorce. Perry Mason realizes that Helen has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, detective Paul Drake informs Mason that a man was following Helen. Mason finds a purse left behind by a woman who visited his office and begins investigating. He questions Nell Brinley about her involvement with Rhoda Montaine and discovers that Gregory Moxley, Rhoda's first husband, may still be alive. Mason confronts Gregory about his connection to Rhoda, leading to a tense exchange. Mason later informs Rhoda that her current marriage may be voidable if Gregory is alive, causing her distress. Helen promises to visit Mason the next morning, and he reads a newspaper article about Gregory's murder, suspecting a woman may be involved. Carl Montaine visits Mason and reveals that his wife is being manipulated and falsely accused of murder. He confesses to marrying Rhoda without his father's knowledge and shows Mason a key that may be connected to the crime. Montaine tells Perry Mason that his wife tried to drug him by putting Ipral tablets in his hot chocolate, but he pretended to drink it and observed her leaving the house late at night. Montaine confesses to Perry Mason that his wife, who is friendly with a doctor named Millsap, went out in the middle of the night and returned drugged, leading Montaine to suspect she met with Millsap.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Perry Mason warns Carl Montaine about the potential consequences of implicating Doctor Millsap in the murder investigation, but Montaine insists on notifying the police and seeks Mason's representation for his wife.	19311	1105	18	276	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	Perry Mason warns Carl Montaine about implicating Doctor Millsap in the murder investigation, but Montaine insists on notifying the police and seeks Mason's representation for his wife. Perry Mason tries to locate Mrs. Montaine but is informed by a neighbor that she has left in a taxi with only a light bag and a trunk picked up by an express company.	19311	1105	19	276	Helen Crocker seeks Perry Mason's help in collecting her friend's life insurance and inquiring about her friend's right to remarry without a divorce. Perry Mason realizes that Helen has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, detective Paul Drake informs Mason that a man was following Helen. Mason finds a purse left behind by a woman who visited his office and begins investigating. He questions Nell Brinley about her involvement with Rhoda Montaine and discovers that Gregory Moxley, Rhoda's first husband, may still be alive. Mason confronts Gregory about his connection to Rhoda, leading to a tense exchange. Mason later informs Rhoda that her current marriage may be voidable if Gregory is alive, causing her distress. Helen promises to visit Mason the next morning, and he reads a newspaper article about Gregory's murder, suspecting a woman may be involved. Carl Montaine visits Mason and reveals that his wife is being manipulated and falsely accused of murder. He confesses to marrying Rhoda without his father's knowledge and shows Mason a key that may be connected to the crime. Montaine tells Perry Mason that his wife tried to drug him by putting Ipral tablets in his hot chocolate, but he pretended to drink it and observed her leaving the house late at night. Montaine confesses to Perry Mason that his wife, who is friendly with a doctor named Millsap, went out in the middle of the night and returned drugged, leading Montaine to suspect she met with Millsap. Carl Montaine tells Perry Mason about his suspicions regarding his wife's involvement in a murder and her connection to Doctor Millsap.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Perry Mason and a cab driver notice they are being followed by a Ford coupe with two men inside, so they try to lose them by making turns and observing their actions.	20322	1167	19	307	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	prediction	The Ford coupe continues to follow Perry Mason and the cab driver, leading them to the airport where the two men park illegally. Perry Mason decides to confront them and find out why they are following him.	20322	1167	20	307	Helen Crocker seeks Perry Mason's help in collecting her friend's life insurance and inquiring about her friend's right to remarry without a divorce. Perry Mason realizes that Helen has lost confidence in herself and feels guilty for not giving her the assistance she needed. Meanwhile, detective Paul Drake informs Mason that a man was following Helen. Mason finds a purse left behind by a woman who visited his office and begins investigating. He questions Nell Brinley about her involvement with Rhoda Montaine and discovers that Gregory Moxley, Rhoda's first husband, may still be alive. Mason confronts Gregory about his connection to Rhoda, leading to a tense exchange. Mason later informs Rhoda that her current marriage may be voidable if Gregory is alive, causing her distress. Helen promises to visit Mason the next morning, and he reads a newspaper article about Gregory's murder, suspecting a woman may be involved. Carl Montaine visits Mason and reveals that his wife is being manipulated and falsely accused of murder. He confesses to marrying Rhoda without his father's knowledge and shows Mason a key that may be connected to the crime. Montaine tells Perry Mason that his wife tried to drug him by putting Ipral tablets in his hot chocolate, but he pretended to drink it and observed her leaving the house late at night. Montaine confesses to Perry Mason that his wife, who is friendly with a doctor named Millsap, went out in the middle of the night and returned drugged, leading Montaine to suspect she met with Millsap. Carl Montaine tells Perry Mason about his suspicions regarding his wife's involvement in a murder and her connection to Doctor Millsap. Perry Mason warns Carl Montaine about the potential consequences of implicating Doctor Millsap in the murder investigation, but Montaine insists on notifying the police and seeks Mason's representation for his wife.
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-0	summary	Perry Mason spots Rhoda Montaine at the airport and warns her about two detectives looking for her. He instructs her to hide in a telephone booth while he pretends to talk on the phone, giving her instructions on how to surrender to the newspaper instead of the police.	21327	1233	20	339	
